issuekey,title,description,storypoint
PF-1406,Account Management | Manage Account | Return  - View comments - BE,"Do :-

* when user clicks on “Select” action user be able to view the added comments 

              Activate Account → Activation Rejected

* should add 2 columns to the Activation Returned table.
·         Account Status - Returned
·         Action - Select
* There should be comment box at the right panel bottom corner to view the comments added user role wise.
* When select an account should redirect to the screens with comments.
At those screens’ users should be able to view the comments at the right-side bottom corner comment box.
* User should be able to view the Approval officers comments.
* When select an account should redirect to the screens with comments.
* select action should be available for the “Return” status.
* If there’s an issue should display related error messages.



Check :-

* check if the approval officer be able to see the added comments when click on Select action at the “Return“.
* Check the UI changes at the screens.
* check the comment box works properly.
* Check If there’s an issue should display related error messages.",24
PF-1405,Account Management | Manage Account | Return  - Add comments - Add Comments and Save - BE,"Do :- 

* As an approval officer, user should be able to “Return” the Activation by entering some comments to change it from the Initiator’s side and resubmit for Activation Approval, should use the “Return” action.
*  There should be an option to enter comments for every  stepper/page by clicking the Comment Icon.
* There should be comment box at the right panel bottom corner.
* When user click on comment icon text box should appear to add the comment. 
* comment icon should be available at the bottom of every page.
* When click the comment icon stepper name and a comment box should appear in bullet form. Click on enter button and the comment should add an another bullet will appear to add another comment.
* Activation pop up Comment should be mandatory and other comments should not be mandatory means In order to select the “Return” action at the Activation confirmation, the return note should be mandatory as the existing process.
* If user go to a different stepper and come back to the previous stepper, comments should be able to add at the stepper related comment area.
* Those comments should save and display to the initiator, once the “Return“ action taken.
* In order to select the “Return” action at the Activation confirmation, there should be at least one comment in the comments section.
* *“Return“* should enable only if the comments added at the previous steppers.
* All the entered comments should be saved.
* The status of the account should be changed as follows upon the approval action.
* if there’s an issue should display related error messages

|*Activation Action*|*Status*|
|Return|Returned|

* If a comment added and the special interest rate changed that should go like this,
Special Rate Pending -> Activation Pending.
* Special Rate should be editable when select to update comments. Account.
* Should send a notification to the user who created the TD account if a Return happened.

Check :-

* check if the Comments be able to add properly
* check if the comments saved properly
* check if the comments be able to add for every stepper.
* check if the commented user/date/time saved automatically
* check if there’s an issue should display related error messages
* check if the Return status should successfully updated.",48
PF-1404,Account Management | Manage Account | Return  - Add comments - Add Comments and Save - FE,"Do :- 

* As an approval officer, user should be able to “Return” the Activation by entering some comments to change it from the Initiator’s side and resubmit for Activation Approval, should use the “Return” action.
*  There should be an option to enter comments for every  stepper/page by clicking the Comment Icon.
* There should be comment box at the right panel bottom corner.
* When user click on comment icon text box should appear to add the comment. 
* comment icon should be available at the bottom of every page.
* When click the comment icon stepper name and a comment box should appear in bullet form. Click on enter button and the comment should add an another bullet will appear to add another comment.
* Activation pop up Comment should be mandatory and other comments should not be mandatory means In order to select the “Return” action at the Activation confirmation, the return note should be mandatory as the existing process.
* If user go to a different stepper and come back to the previous stepper, comments should be able to add at the stepper related comment area.
* Those comments should save and display to the initiator, once the “Return“ action taken.
* In order to select the “Return” action at the Activation confirmation, there should be at least one comment in the comments section.
* *“Return“* should enable only if the comments added at the previous steppers.
* All the entered comments should be saved.
* The status of the account should be changed as follows upon the approval action.
* if there’s an issue should display related error messages

|*Activation Action*|*Status*|
|Return|Returned|

* If a comment added and the special interest rate changed that should go like this,
Special Rate Pending -> Activation Pending.
* Special Rate should be editable when select to update comments. Account.
* Should send a notification to the user who created the TD account if a Return happened.

Check :-

* check if the Comments be able to add properly
* check if the comments saved properly
* check if the comments be able to add for every stepper.
* check if the commented user/date/time saved automatically
* check if there’s an issue should display related error messages
* check if the Return status should successfully updated.",44
PF-1403,Account Management | Activate Account | Returning the FD Creation UI Design,,14
PF-1401,Collateral Onboarding | Displaying Reference number instead of Collateral Ref | Listing and Estimating All the Development Stories,,2
PF-1399,Account Management | Opening Account | Account Balances and Transactions update in TD Module with the Loan Transfer,"Do

* Interest fund transfer from the Interest Apply schedule.

 

Check

* Check the, following Scenarios which Interest application can happen
* Check TD account balances and Transactions

|{color:#bf2600}*Fund Transfer via Interest Application*{color}| |
|Internal > Loan|TD Account Balance should decrease and Loan Payable Balance Should decrease|
|{color:#bf2600}*Fund Transfer via External Interest Batch Approval*{color}| |
|Internal > Loan|TD Account Balance should decrease and Loan Payable Balance Should decrease|

 

 

Followings should be working as existing

|{color:#bf2600}*Fund Transfer via Interest Application*{color}| |
|Internal > Savings|TD Account Balance should decrease and Savings Account Balance Should Increase|

|{color:#bf2600}*Fund Transfer via External Interest Batch Approval*{color}| |
|Internal > Savings|TD Account Balance should decrease and Savings Account Balance Should Increase|",40
PF-1382,Account Maintenance | Accept Charges after the lead Creation | Listing and Estimating All the Development Stories,,8
PF-1381,Settings | Product Definitions | Repayment Template Authorization | Repayment Template authorization | UI/UX Design,,8
PF-1374,Customer Management | Schedule Management | Inquire Customer Age Eligibility Batch Job (BE) - schedular,"Do :-

·         In the forum user have to provide details for the fields and the existing function must function as it is. (Similar to Statement process)

·         Once the user provides details for required fields, then clicks the “Confirm” button in order to create new type in the system.

·         By selecting, “Reset” button in the end of the page entered details will discarded.

·         The Expectation of the Scheduler as follows

* Scheduler must pick the customer records in which the Customer Type equals to the “Existing Customer Type” and where the customer age is equal to or greater than the parameterised age as at the scheduler running date.

* Customer type of the selected records should be updated with the “Customer type to be changed” value. For an example, when the Minor customer reaches the age 18 then the Customer type should be updated from “Minor” to “Personal/Individual”.

 

* The Audit logs must be captured and mark as “System” with the Time stamp.

·         If user failed to enter mandatory or subjective data and tried to submit the mandatory validations must be triggered.

·         Audit Detail should be recorded. (User/Date/)



Check :-

·         Check if the scheduler runs automatically via the added age eligibilities / customer types

·         Check if the schedular pick the right customer types / age eligibilities",20
PF-1373,Customer Management | Schedule Management | Inquire Customer Age Eligibility Details – Update,"Do :–

·         The User needs to select “Update” option in the search results details.

·         By selecting, the “Update” option, the system must navigate to the update forum in “Customer Age Eligibility Details”.

·         Once the user updates the required fields, then clicks the “Update” button in order to update the existing detail in the system.

·         By selecting, the “Back” button in the end of the page, update details must be discarded and user will return to the previous screen with existing details.

·         By selecting the “Update” button, the user will get a message as “Are you sure you want to update Customer Age Eligibility Details?” with “Confirm” or “Cancel” options.

# Confirm: If the user selects “Confirm” option, then the details must update and message to display as “Record successfully updated” upon successful update.
# Cancel: If the user selects “Cancel” option, the update procedure will discard.

·         If the user tries to update without providing the mandatory data”, then the user will get a validation message, as “Mandatory Fields are required”.

Check :–

·         Check if the user be able to update properly.

·         Check if the proper validation occurred.",12
PF-1372,Customer Management | Schedule Management | Inquire Customer Age Eligibility Details – View,"Do :-

* In the first page, following details of already defined Customer Age Eligibility details will be displayed.

# Existing Customer Type
# Parameterised Age
# Customer Type to be changed to
# Status
# Action (View | Update Record)

* The User can search existing defined Customer Age Eligibility Details using the following parameters, 

# Existing Customer Type
# Parameterised Age
# Customer type to be changed to
# Status

* Details must be displayed according to the search criteria.
* If the user provides unrelated or non-existing data for selected search parameters, then details will not display and message to be display as “No Data”.

Check :-

·         Should be able to view the added records properly

·         If there any error messages those should be occurred properly.",12
PF-1371,Customer Management | Schedule Management | Inquire Customer Age Eligibility Batch Job - Create,"*Do -*

·         Click on Create New button a screen should appear

·         There should be fields to add customer Age eligibility details.

# Existing Customer Type
# Parameterized Age
# Customer type to be changed to
# Status
# Action

|*Field name*|*Input type*|*Mandatory?*|*Update allowed?*|
|Existing Customer Type|LOVs of customer type|Yes|Yes|
|Parameterized Age|Integer|Yes|Yes|
|Customer type to be changed to|LOVs of customer type|Yes|Yes|
|Status|YES/NO|Yes|Yes|

 

·         Multiple records cannot exist for a given “Existing customer type”.

·         “Existing Customer type” and “Customer type to be changed to” cannot be same.

·         Age cannot be a negative value.     

·         Once the user provides details for required fields, then clicks the “Confirm” button in order to create new type in the system.

·         By selecting the “Confirm” button at the end of the page, the user gets a message as “Are you sure you want to Create Customer Age Eligibility Details?”

 

# Confirm: If the user selects “Confirm” option, a new record will be created and a message will display as “Record Successfully Created” upon successful creation.
# Cancel: If the user selects “Cancel” option, the entered details will discard. 

 

·         Mandatory fields cannot be blank.

·         If user failed to enter mandatory or subjective data and tried to submit the mandatory validations must be triggered

·         Created User/Date/Time should be recorded.

Check –

·         Check if the data is load into the fields properly.

·         Check the validations.

·         Check if the entered data saved properly.",32
PF-1338,Account Management | Manage Account | CASA Account Inquiry | Include Summary detail into the Information Bar,"*Do*

* Able to click on “Account Management” in CASA Module menu, I should be able to select “Mange Account”.
*  After searching the CASA Account by CASA Account Number or customer details, searched account will load to the information grid.
* I should be able to search CASA accounts by following customer details search parameters.
·        Customer Name
·        Customer Reference code
·        Customer Identification Number
·        Customer Business Registration Number
*   I should be able to select the “view inquiry” action of the selected account.
*   When clicking the view inquiry action, it will load Account inquiry page of the selected account.
* I should be able to view the information panel when loading the account cycle stepper. Following information should be displayed in panel. 

·        Service Officer

·        Account Created Date

·        Account Created User

*  able to view customer details in the information panel. Following information should be displayed in panel.
·        Customer Name
·        Date of Birth
·        Customer Reference Code
·        Ownership
·        Tax percentage
·        View customer Inquiry – action
*  Nominee Details should be displayed after the customer details card with following details.
·        Nominee Name
·        Relationship
·        Portion
*   If the customer is a Minor customer, need to display guardian details
·        Guardian Name
·        Identification
·        Relationship
* f the customer’s organization type is ORCO, the Key persons details need to be displayed.

·        Key Person Name

·        Key Person Code

*  I should be able to view the product details card with following details.

·        Account Type

·        Main Product

·        Sub Product

*   I should be able to view the following account details should be displayed in the information panel.

·        Account Name

·        Account Number

·        Account Currency

·        Account Control - under the account control details below field should be displayed.

* Account balance restriction
* Foreign Currency Transactions
* I should be able to view the following summary of the statement details in the panel. 

·        E- statement enabled or not (E- statement toggle is on or off)

·        Statement enabled or not(statement toggle is on or off)

* Interest rate and tier band value should be displayed in a grid of credit interest rate details card.
*   If user having the ATM card for that CASA account, below information field should be displayed in the card information card.

·        Card issued status

*  I should be able to view the preference details. If user had added the SMS details following details should be displayed.

·        Notification Method

·        Chequebook Enabled

*    Other details in the information panel should be displayed following details in a grid.

·       Person Name

·       Mode of the operation

·       Amount From

       Amount To

*Check*

* Able to click on “Account Management” in CASA Module menu, I should be able to select “Mange Account”.
*  After searching the CASA Account by CASA Account Number or customer details, searched account will load to the information grid.
* I should be able to search CASA accounts by following customer details search parameters.
·        Customer Name
·        Customer Reference code
·        Customer Identification Number
·        Customer Business Registration Number
*   I should be able to select the “view inquiry” action of the selected account.
*   When clicking the view inquiry action, it will load Account inquiry page of the selected account.
* I should be able to view the information panel when loading the account cycle stepper. Following information should be displayed in panel. 

·        Service Officer

·        Account Created Date

·        Account Created User

*  able to view customer details in the information panel. Following information should be displayed in panel.
·        Customer Name
·        Date of Birth
·        Customer Reference Code
·        Ownership
·        Tax percentage
·        View customer Inquiry – action
*  Nominee Details should be displayed after the customer details card with following details.
·        Nominee Name
·        Relationship
·        Portion
*   If the customer is a Minor customer, need to display guardian details
·        Guardian Name
·        Identification
·        Relationship
* f the customer’s organization type is ORCO, the Key persons details need to be displayed.

·        Key Person Name

·        Key Person Code

*  I should be able to view the product details card with following details.

·        Account Type

·        Main Product

·        Sub Product

*   I should be able to view the following account details should be displayed in the information panel.

·        Account Name

·        Account Number

·        Account Currency

·        Account Control - under the account control details below field should be displayed.

* Account balance restriction

* Foreign Currency Transactions
* I should be able to view the following summary of the statement details in the panel. 

·        E- statement enabled or not (E- statement toggle is on or off)

·        Statement enabled or not(statement toggle is on or off)

* Interest rate and tier band value should be displayed in a grid of credit interest rate details card.
*   If user having the ATM card for that CASA account, below information field should be displayed in the card information card.

·        Card issued status

*  I should be able to view the preference details. If user had added the SMS details following details should be displayed.

·        Notification Method

·        Chequebook Enabled

*    Other details in the information panel should be displayed following details in a grid.

·       Person Name

·       Mode of the operation

·       Amount From

       Amount To",22
PF-1337,Account Management | Manage Account | TD Account Inquiry | Include Summary detail into the Information Bar,"*Do*

* Able to login “Account Management” in Term Deposit Module menu, I should be able to select “Mange Account”.
* After searching the TD Account by TD Account Number or customer details, searched account will load to the information grid.
*  I should be able to search TD accounts by following customer details search parameters.

·        Customer Name

·        Customer Reference code

·        Customer Identification Number

·        Customer Business Registration Number

*  I should be able to select the “view inquiry” action of the relevant account.
* When clicking the view inquiry action, it will load Account inquiry page of the selected account.

*Check*

* When I Logged into the system and click on “Account Management” in Term Deposit Module menu, I should be able to select “Mange Account”.
* After searching the TD Account by TD Account Number or customer details, searched account will load to the information grid.
* I should be able to search TD accounts by following customer details search parameters.

·        Customer Name

·        Customer Reference code

·        Customer Identification Number

·        Customer Business Registration Number

* I should be able to select the “view inquiry” action of the relevant account.
*  When clicking the view inquiry action, it will load Account inquiry page of the selected account.
* should be able to view the information panel with all steppers details in separate sections when loading the account cycle stepper. (Figure 1) Details in the information bar should not be changed when moving through steps of the manage account. Same details should be displayed in all the steps
*  I should be able to view the below details in Account cycle information section.

·        Service Officer

·        Account Open Branch

·        TD Account Number

·        Account Creation Date

·        Account Created User

·        Account Approved User

·        Account Approved Date

·        Account Mature Date

* Following information of customer details should be displayed in a grid as follows in information panel. Customer details columns as follows.

·        Customer Name

·        Customer Reference Code

·        Date of Birth

·        Ownership

·        Tax percentage

·        View customer Inquiry – [action] should be displayed and when clicking on the action it should be redirected to the COB module

* Nominee Details – nominee details should be displayed according to below columns in a grid

                   Nominee Name

                  Relationship

                  Portion

*  If the customer’s organization type is ORCO, the Key persons details need to be displayed.

             -Key person Name

              -Key person Code

*  I should be able to view the product details with following columns.

·        Main Product

·        Sub Product

·        Sub product Code

·        Tenure

·        Tenure length

* After product details section, I should be able to view the following account details in the information panel.

·        Account Name

·        Account Amount

·        Currency

·        Payment Type

·        Auto Renewal status

·        Renewal Type   

* Applicable Credit Interest Rate Details should be displayed as follows.

·        Monthly Interest Rate [ Interest Rate and Tier Band columns should be included] or,

·        Maturity Interest Rate [ Interest Rate and Tier Band columns should be included] or

·        Upfront Interest Rate [ Interest Rate and Tier Band columns should be included]

* Special Rate and Special Rate Status should be displayed
*  I should be able to view the other details with below detail.

·       Operating Instruction

* I should be able to able to view below the document details in the security document details section.

         -Document status",56
PF-1334,Account Management | Manage Account | TD Account Inquiry | UI Design,,8
PF-1322,FD Ownership Transfer Story 10 - FD Ownership Transfer - Approve the ownership Transfer - ownership transfer pending records.  BE/QA,"*Do*

* click on “Account management” in Term Deposit Module menu, I should be able to select “Account confirmation List”. 
* I should be able to select Ownership Transfer confirmation option and it will navigate to “Ownership Transfer Approval” page.
*  After confirmation of ownership transfer it gets park in the pending approvals tab. 
* After directing the ownership transfer approval page, details are displayed in a grid with following columns.

·        Customer Name

·        Account number

·        Account Name

·        Created Date

·        Created User

·        Action [ select]

*  To select the relevant TD account to approve, I have to search the TD account by the below-mentioned search parameters.
·        TD Account Number
·        Customer Name
·        Customer Reference code
·        Customer identification Number
·        Business Registration Number
*  When click on the TD account, I get directed to the ownership transfer approval details page. In there, ownership transfer details are displayed in the steppers to approve.

*Check*

* click on “Account management” in Term Deposit Module menu, I should be able to select “Account confirmation List”. 
* I should be able to select Ownership Transfer confirmation option and it will navigate to “Ownership Transfer Approval” page.
*  After confirmation of ownership transfer it gets park in the pending approvals tab. 
* After directing the ownership transfer approval page, details are displayed in a grid with following columns.

·        Customer Name

·        Account number

·        Account Name

·        Created Date

·        Created User

·        Action [ select]

*  To select the relevant TD account to approve, I have to search the TD account by the below-mentioned search parameters.
·        TD Account Number
·        Customer Name
·        Customer Reference code
·        Customer identification Number
·        Business Registration Number
*  When click on the TD account, I get directed to the ownership transfer approval details page. In there, ownership transfer details are displayed in the steppers to approve.",36
PF-1320,Settings | Product Definitions | Repayment Template Authorization | Repayment Template authorization | Authorize,"+*_DO_*+
User should be able to search Repayment Template for the authorization.
using following search criteria.

* All
* code
* Name

After the successful search following details will display.

* code
* Template Name
* Approved Status
* Status (Record Template status)
* Action – View, Authorize

Approved Status should be “Pending”, After Authorize the record should be remove from the “Repayment Template Authorization” Screen.

When click on the “Authorize” under the Action, User should be able to authorize.

When click on the “view’ user should be able to view all repayment Template details regarding the selected Record; user should be able to authorize the record when click on the “Go to Authorization” button then direct to the authorization screen; otherwise, when click on the “Back” button user direct to the Main screen.

Should have Approve, Reject and Back buttons to perform action when click on the “Authorize” under the Action.

+*_CHECK_*+

* After both creating and updating the Repayment Template; should authorize the Repayment Template using “Repayment Template Authorization”.
* Same User should not be able to create UPDATE the Repayment Template and to authorize the Repayment Template.
* when click on the Authorize under the Action or Go to authorization under the view should direct to the Authorize Screen.
* Approve button should be there to approve analyst record. By selecting the “Approve” button, the user gets a confirmation message as “Are you sure you want to approve this record.
* There should be two options in the confirmation message “confirm” and “Cancel.”
* If I click on “confirm”, I should receive a successful message “Record is successfully approved.”
** If not saved successfully, I should receive an unsuccessful message “Record Approval Unsuccessful.”
** If I click on “Cancel”, I should stay on the approval view page.
1.1.1.4.	Reject button should be there to reject record. By selecting the “Reject” button, the user gets a confirmation message as “Are you sure you want to reject this record?”, 
** If I click on “Rejet”, I should receive a successful message “Record is successfully Rejected”
** If not saved successfully, I should receive an unsuccessful message “Record Reject Unsuccessful.”
** If I click on “Cancel”, I should stay on the approval view page.
* “cancel” Button should be there and once click, should remain in the same approval view.
* If user update the already updated record which still not get the Authorization in Repayment Template can’t be update and following message should display. “Cannot update approval pending Repayment Template.",30
PF-1319,Settings | Product Definitions | Repayment Template Authorization | Repayment Template authorization | View,"+*_DO_*+

* User Lending to the system
* Navigate to Settings
* Navigate to Product Definitions 
* Next Repayment Template Authorization
* SELECT the available record to View.

01.

!image-20231116-104547.png|width=1095,height=217!

02.

!image-20231116-110908.png|width=517,height=355!



+*_CHECK_*+

* Required to display all the information entered by the user under the repayment template creation. 
* View Permission testing.
* Navigate back to list.",30
PF-1318,Account Management | Manage Account | CASA Account Inquiry | UI Design,,8
PF-2181,Branch Wise Cash Summary Report_UI/UX Design,,12
PF-1303,Account Management | Account Block | Blocking Confirmation screen FE Modification,"DO

UI modifications are required in Manage Account >> Account Block Confirm 

The following fields are required in the final tab “Reason “

Block Type - Display Only

Block Reason - Display Only

Comment - Display Only 

 

Check

Confirm that summited details are displayed properly ",24
PF-1301,Account Management | Account Block |  Blocking Creation List FE Modification,"Do

# UI modifications are required in Manage Account >> Account Block
# The following fields are required in the final tab “Reason “
# Data field - Block Type
#  Required fields – Enum Values

*                  Debit
*                   Credit
*                   Block

# The user can select either one value and submit the record



Check

Confirm that use can select one of “Debit , Credit or Block “ in BLock type LOV 

Ensure that Block request is saved successfully with New Block type ",8
PF-1300,Settlement Letter Print_UI/UX design,,4
PF-1299,Account Management | Manage Account | Return  - Update - BE,"Do :-

* User should be able to view the Approval officers’ comments and do the required changes.
* All the fields should be in editable mode except customer, guardian & product details.
* “Re-Submit” button should be available to submit the changes.
* Accounts status should be change to “Created” with the re submit.
* User should be able to update account as per the manage account -> update account.
* User should be able to do the related function through the Manage Account screen also.
* Those screens should similar to the Manage Account -> update function with comment box at the panel to view the comments.
* Changes should save to tables.
* Should be able to move through steppers.
* Mandatory details should be same as the account creation.
* If there’s an issue should display related error messages.
* This should be same as the “CREATED” status account update.



Check :-

* Check if user be able to update account by selecting “Update“ action.
* Check if the approval officer be able to see the added comments when click on View action at the “Return“.
* Check the UI changes at the screens.
* Those screens should similar to the Manage Account -> update function with comment icon to see the comments and do the required changes.
* Check If there’s an issue should display related error messages.",24
PF-1298,Account Management | Manage Account | Return  - View comments - FE,"Do :-

* when user clicks on “Select” action user be able to view the added comments 

              Activate Account → Activation Rejected

* should add 2 columns to the Activation Returned table.
·         Account Status - Returned
·         Action - Select
* There should be comment box at the right panel bottom corner to view the comments added user role wise.
* When select an account should redirect to the screens with comments.
At those screens’ users should be able to view the comments at the right-side bottom corner comment box.
* User should be able to view the Approval officers comments.
* When select an account should redirect to the screens with comments.
* select action should be available for the “Return” status.
* If there’s an issue should display related error messages.



Check :-

* check if the approval officer be able to see the added comments when click on Select action at the “Return“.
* Check the UI changes at the screens.
* check the comment box works properly.
* Check If there’s an issue should display related error messages.",44
PF-1296,Account Management | Manage Account | Return  - Add comments Load the Comment Screen - FE,"Do :- 

* As an approval officer, user should be able to “Return” the Activation by entering some comments to change it from the Initiator’s side and resubmit for Activation Approval, should use the “Return” action.
*  There should be an option to enter comments for every  stepper/page by clicking the Comment Icon.
* There should be comment box at the right panel bottom corner.
* When user click on comment icon text box should appear to add the comment. 
* comment icon should be available at the bottom of every page.
* When click the comment icon stepper name and a comment box should appear in bullet form. Click on enter button and the comment should add an another bullet will appear to add another comment.
* Activation pop up Comment should be mandatory and other comments should not be mandatory means In order to select the “Return” action at the Activation confirmation, the return note should be mandatory as the existing process.
* If user go to a different stepper and come back to the previous stepper, comments should be able to add at the stepper related comment area.
* Those comments should save and display to the initiator, once the “Return“ action taken.
* In order to select the “Return” action at the Activation confirmation, there should be at least one comment in the comments section.
* *“Return“* should enable only if the comments added at the previous steppers.
* All the entered comments should be saved.
* The status of the account should be changed as follows upon the approval action.
* if there’s an issue should display related error messages

|*Activation Action*|*Status*|
|Return|Returned|

* If a comment added and the special interest rate changed that should go like this,
Special Rate Pending -> Activation Pending.
* Special Rate should be editable when select to update comments. Account.
* Should send a notification to the user who created the TD account if a Return happened.

Check :-

* check if the Comments be able to add properly
* check if the comments saved properly
* check if the comments be able to add for every stepper.
* check if the commented user/date/time saved automatically
* check if there’s an issue should display related error messages
* check if the Return status should successfully updated.",28
PF-1293,Account Management | Account Block|  BE API modifications,"DO

# Need to Modify below APIs and add the Block Type

[*/account/{tenantId}/block/{accountId}/create*|http://132.145.228.83/casa-account/swagger-ui.html#/operations/casa-account-controller/blockAccountUsingPOST] blockAccount

 Data field - Block Type

Required fields – Enum Values

a.      Debit

b.     Credit

c.      Block



2. Need to provide an API to get Pending Account Block Details and below details should be available 

* BlockReason
* Note
* BockType

 

Check 

# Once submitted an account block request, Block type should be updated in Account block pending request. 
# Check for Once Account Block request is approved, Account Status should be updated according to selected Block Type
# Get Confirm Based on the Block type the transactions must be blocked, 
a.	Credit – No Credit Transactions
b.	Debit – No Debit Transactions
c.	Block – No Credit or Debit Transactions

Use Cases as follows:
Use Case 1  
If the user set up the parameter
Transaction Event; Cash Deposit (CADE)
Transaction Subtype; Counter cash Deposits
Account Status mapping; Credit Block
Account Status; Credit Block 

Expected Result
The system should allow processing of the cash deposit transaction even if the said account is in Credit Block

Use Case 2
If the user set up the parameter
Transaction Event; Cash Deposit (CADE)
Transaction Sub Type: Counter cash Deposits
Account Status Mapping; Not Set
Account Status; Credit Block 

Expected Result
The system should NOT allow processing of the cash deposit transaction if the said account is in Credit Block

Use Case 3
If the user set up the parameter
Transaction Event; Cash Deposit (CADE)
Transaction Sub Type: Counter cash Deposits
Account Status Mapping; Credit Block
Account Status; Block 

Expected Result
The system should allow processing of the cash deposit transaction if the said account is in Credit Block and will NOT be processed if in “Block”

4. get Confirm that User can use the existing “Reactivation” option to release the block functionality ",24
PF-1286,Reports | Yard Detail Report | Listing and Estimating All the Development Stories,,4
PF-1285,Reports | Yard Detail Report | Reviewing and Completing the URS 1.0v,,4
PF-1284,Inspection & Valuation  | Display/View Added Documents | Listing And Estimating All The Development Stories,,4
PF-1283,Collateral Onboarding | Legal Opinion | View/Display Added Documents | Listing And Estimating All The Development Stories,,4
PF-2045,Rule creation and embedded with account management operation,"DO

01. Need to create a new rule that indicates if this creation and approval should be done within in same branch or not. 



Account Activation

Account block creation

Account block confirmation

Account reactivation creation

Account reactivation confirmation

Account stop payment creation 

Account stop payment confirmation

Dormant creation

Dormant confirmation





Check 

01. The same branch user can approve if the rule is no 

02. The same branch user can not approve if the rule is yes ",24
PF-1257,Savings Passbook Printing | Reviewing And Completing The URS 1.0v,,4
PF-1256,Common Settings | Geo hierarchy Master Definition | Completing UI/UX Design,,6
PF-1254,Common Settings | Geo hierarchy Master Definition | Reviewing and Completing the URS 1.0v,,2
PF-1253,Savings Passbook Printing | Listing and Estimating all the development stories,,4
PF-1252,Common Settings | Chanel Level Definition | Transaction Table Modification,"DO 

01. Add transaction channel to transaction table.

02. Change the hard code value in the table 

03. Mapping with the master details 

04. Channel mapping with transaction event



For all transactions

Cash withdrawal 

Cash deposit

Cheque withdrawal

Cheque deposit (PD/General)

Charges

STO

Fund transfer

Bankers cheque 

Misslaenious charges

Statement charges 

Schedule payment 

Transaction reversal 



Check

01. Capture the correct channel information accurately",32
PF-1250,Fund Reservation Management | Include UI Modification | Listing And Estimating All The Development Stories,,4
PF-1235,Post Dated Cheque Management| Reprint Post Dated Cheque Deposit Acknowledgement - BE Development and Front end Dev,"*Do*

# Should be able to reprint the Acknowledgement slip any error has happened and need to record the reprinted user date time automatically.
# Develop an API “Re-Print post dated cheque Deposit Acknowledgment”
# should be able to Search by already printed  acknowledgement receipts/slips  
## Account Number (Non Mandatory)
## Deposit Account Reference
## Cheque Number 

*Check* 

# Ensure that search results works according to search parameters 
# Able to select one or multiple records from the search results
# Able to Re-print the Selected cheque Deposit Acknowledgment Slip",52
PF-1224,Settings | Branch Parameters | Inter Teller Transaction Authorization | Create & Update,"+Inter Teller Transaction Authorization_Create+

+Do+

# If the user selects “Inter Teller Transaction Authorization” option in the Branch parameters, then a pop-up should display to the user.

+Check+

# In the pop-up user needs to provide data for below fields,

* Currency
* Limit

  2. With the help of “Save” button, user should be able to save the entered data, “Reset” button allow the user to discard the entered data.

  3. User should be able to add multiple records for the Inter Teller Transaction Authorization.

  4. The following roles should be created and permissions should be implemented,

* teller-InterTellerTransactionAuthorization-Create

 +Inter Teller Transaction Authorization_Update+

+Do+

# By choosing the “Edit” action in the View screen, user should navigates to the Branch parameters forum.
# If the “Inter Teller Transaction Authorization” was already enabled, then in the pop-up user should be able to update the following fields,

* Currency
* Limit

+Check+

# With the help of “Edit” and “Remove” actions, user should be able to update the existing records.
# The following roles should be created and permissions should be implemented,

* teller-InterTellerTransactionAuthorization-Update",64
PF-1223,Settings | Branch Parameters | Cross Branch Transactions | Create & Update,"+Cross Branch Transactions_Create+

+Do+

# Make sure that if the user selects “Cross Branch Transactions” option, Inaccordance to that a pop-up should display to the user.

+Check+

# In the pop-up user should be able to search existing records through the following search parameters,

* Branch Code
* Branch Name

  2. In accordance to the successful search the following details should be displayed to the user,

* Branch Code
* Branch Name

 3. By marking in the check box, user should be able to select a specific branch for the cross branch transactions.

+Cross Branch Transactions_Update+

+Do+

# By choosing the “Edit” action in the “View” screen, user should navigates to the Update screen.

+Check+

# In the Update screen, if the Cross Branch Transaction module is already marked, then the user should be able to update to edit or unmark the already selected branch.

   2. User should be able to search and add a new branch as well.

   3. The following roles should be created and permissions should be implemented,

* teller-CrossBranchTransactions-View
* teller-CrossBranchTransactions-Create
* teller-CrossBranchTransactions-Update",36
PF-1222,Settings | Branch Parameters | Cross Currency Transactions | Create & Update,"+Cross Currency Transactions_Create+

+Do+

# Make sure that if the user selects “Cross Currency Transactions” option, Inaccordance to that a pop-up should display to the user.

+Check+

# In the pop-up user needs to provide data for below fields,

* Currency
* Cross Currency

  2. Data for the “Currency” and “Cross Currency” should be selected from the drop-down list.

  3. With the help of “Add” button user should be able to add multiple records.

 

+Cross Currency Transactions_Update+

+Do+

# By choosing the “Edit” action in the “View” screen, user should navigates to the Update screen.

+Check+

# In the Update screen, if the Cross Currency Transaction module is already marked, then the user should be able to update the following fields in Denomination module,

* Currency
* Cross Currency

 2. With the help of “Add New” button, the following fields will be added and displayed in the grid,

* Currency
* Cross Currency
* Action (Edit | Remove)

 3.The following roles should be created and permissions should be implemented,

* teller-CrossCurrencyTransactions-View
* teller-CrossCurrencyTransactions-Create
* teller-CrossCurrencyTransactions-Update",36
