issuekey,title,description,storypoint
PF-1522,Account Module | Waive off Charges | Update," do:   user should be able to update returned waive off records with editing charges details (remove checkbox, update amount/ comment)  user should able to view returned user and the comment when click on “view comments” under below.    user name   approval status   comment   date & time  user should be able to update returned waive off records and click the “confirm” button after update should display successful message as “waive off updated successfully”.     check:   “update” option load all data previously added in the record  able to remove checkbox, update amount and comment  view returned users comment and details     permission role  : casa waiveoffcreate view                                casa waiveoffcreate update",64
PF-1527,Account Module | Waive off Charges | Create - BE, do:   when user click on “create new” user navigate to waive off create section.  user should search and add an accounts.  users selected accounts should appear in a table under below data and should be able to remove added accounts.    customer name   account number   shema name   status  after user selected account and click “next” “charges details” section should expand and should able to enter “from date” and “to date”  system should load charges list in the “charges details” section for entered accounts under below data and upload document option should available.    transaction number   charge name   charge amount   available waive off amount   waive off amount   comment   view taxes  user should click on the checkbox in the charge records need to waive off and enter “waive off amount” and “comment” for each charge record.  user should be able to view tax details as a popup with “tax number” “tax amount”  user should be able to enter “note”.  user should able to successfully save the waive off record when click “confirm”. and if need “previous” button should navigate to “account details” section.     check:   when user enter the account number and search account details should display and when click “select” account should added to the “account details” section table.  user should able to see all charges for the accounts and waive off if required.  when account selected “add account” should change to “clear account”  in the “account details” section “next” button should be disable until user select an account.  user should able to search charges by “transaction number” and “charge name”  user should able to delete added one and upload another document  if the user added amount more than available waive off amount should display error as “waive off amount cannot exceed available waive off amount ”  in the “charges details” section “confirm” button should be disable until select at least one charge record and enter amount and comment.  when user click the “confirm” button should display successful message as “waive off created successfully”.     permission role  : casa waiveoffcreate view                                casa waiveoffcreate create,28
PF-504,Teller Inquiries | Transaction Inquiry | List All Development Stories,nan,8
PF-500,GL Entries_List All Development Stories,nan,8
PF-499,Till Cash Withdrawals | Withdrawal | Cash Coins Or Notes Exchange | List All Development Stories,nan,8
PF-1510,Bulk Interest rate Update & Confirmation | Submit the Batch,"do    click on submit button, confirm and cancel options    check    check the interest rate bulk update workflow initiation with the submit button.   batch should create   check the tier band status update with the successful submission   pending record should save for each tier bands, the version should increase by one.    approval status of the batch should be “pending”. ",22
PF-1509,Bulk Interest rate Update & Confirmation | Validate Interest Details,"do    click on “submit”    check    check the validations are invoked and if any validations are there displayed in the remarks with the validate button    validation  if there are rates uploaded for the future effective dates for the same product, should return as “cannot add multiple future effective rates”. this validation message should displayed in a separate column in the interest details grid.   check the validations can be viewed and “discard record” option and “override” option   with the “discard this record” action, the previously entered record status should not be changed. the entered record in the interest details grid should remove    with the “override” action, the available record in the interest details grid should replace . should be able to proceed with the new record update   get the validated data set",26
PF-652,Bulk Interest rate Update & Confirmation | Product Selection to update Rates,"do    select the product category that need do the interest rate update   select the main product(s)   select the sub product(s)   click on “add” button to add to interest details grid.    check    check the active tier band details appear in the interest details grid for the selected products.   active tier band details should be as follows   ,""content"":[,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]}]} ",24
PF-1528,Bulk Interest rate Update & Confirmation | UI Design,nan,16
PF-365,Lending Module | Manage Purchase Order | Cancellation Purchase Order _List All Development Stories,output:  urs to be completed  epics to be identified and defined in jira  stories to be finalized and defined in jira >> update the story points with do and check  the status of the epic should be “ready for development”,16
PF-364,Invoice Creation | Recurring Invoice | Listing and Estimating All the Development Stories,nan,8
PF-363,Invoice Creation | Recurring Invoice | Reviewing and Completing the URS 1.0v,nan,4
PF-358,Account Maintenance | Accept Charges after the lead Creation | Reviewing and Completing the URS 1.0v,nan,4
PF-357,"Customer Onboarding | PEP Workflow for Key person, Power Of Attorney & Relations | Listing And Estimating All The Development Stories",nan,8
PF-356,Product Definition | Sub Product Inactivation | Listing and Estimating All the Development Stories,nan,4
PF-518,CASA Cheque Withdrawal Checker Action_UI Design, module ui?type=design&node id=347 5639&mode=design&t=dahaqoozipcssvpv 0|smart link ui design was completed and reviewed.  cc:  ,12
PF-352,Payment Cancellation Confirmation_List All Development Stories,nan,8
PF-351,Payment Cancellation | Payment Cancellation Confirmation | Reviewing and Completing the URS 1.0v,nan,4
PF-350,Payment Cancellation | Cancelation Payment | Listing and Estimating All the Development Stories,nan,8
PF-349,Payment Cancellation | Cancelation Payment | Reviewing and Completing the URS 1.0v,nan,4
PF-347,Payment Initiation | Cheque Printing | Reviewing and Completing the URS 1.0v,nan,4
PF-345,Validate Payment | Validate Fund Transfers | Reviewing and Completing the URS 1.0v,nan,4
PF-342,Payment Module | Payables | Validate Payment | Listing and Estimating All the Development Stories,nan,8
PF-341,Payment Module | Payables | Validate Payment | Reviewing and Completing the URS 1.0v,nan,4
PF-340,Create Payment | Staff Payments | Listing and Estimating All the Development Stories,nan,8
PF-339,Create Payment | Staff Payments | Reviewing and Completing the URS 1.0v,nan,4
PF-338,Create Payment | Batch Payment Creation | Listing and Estimating All the Development Stories,output:  urs to be completed  epics to be identified and defined in jira  stories to be finalized and defined in jira >> update the story points with do and check  the status of the epic should be “ready for development”,8
PF-336,Payables | Payment Creation | Listing and Estimating All the Development Stories,nan,8
PF-335,Payables | Payment Creation | Reviewing and Completing the URS 1.0v,nan,4
PF-334,Create Payment | Due Invoices for Payments | Listing and Estimating All the Development Stories,nan,8
PF-333,Create Payment | Due Invoices for Payments | Reviewing and Completing the URS 1.0v,nan,4
PF-332,Invoice Creation | Re-Printing - CR. Notes & Vouchers | Listing and Estimating All the Development Stories,nan,8
PF-331,Invoice Creation | Re-Printing - CR. Notes & Vouchers | Reviewing and Completing the URS 1.0v,nan,4
PF-330,Invoice Creation | Manage Invoice | Listing and Estimating All the Development Stories,output:  urs to be completed  epics to be identified and defined in jira  stories to be finalized and defined in jira >> update the story points with do and check  the status of the epic should be “ready for development”,8
PF-329,Invoice Creation | Manage Invoice | Reviewing and Completing the URS 1.0v,nan,4
PF-328,Invoice Creation | Debit Note Issuance | URS Rewrite with reviews,nan,8
PF-327,Invoice Creation | Debit Note Issuance | Reviewing and Completing the URS 1.0v,nan,4
PF-326,Invoice Creation | Standard Invoice Upload | Listing and Estimating All the Development Stories,output:  urs to be completed  epics to be identified and defined in jira  stories to be finalized and defined in jira >> update the story points with do and check  the status of the epic should be “ready for development”,8
PF-325,Invoice Creation | Standard Invoice Upload | Reviewing and Completing the URS 1.0v,nan,4
PF-324,Manage Invoice |Invoice Maintenance | Listing and Estimating All the Development Stories,nan,8
PF-323,Manage Invoice | Invoice Maintenance | Reviewing and Completing the URS 1.0v,nan,4
PF-322,Invoice Creation | Prepayment Invoice Creation | Listing and Estimating All the Development Stories,nan,8
PF-321,Invoice Creation | Prepayment Invoice Creation | Reviewing and Completing the URS 1.0v,nan,4
PF-1526,Reports | OAC | Cheque Deposit detail report (Current & PDC) report | Cheque Deposit Detail Report FE," do      should be able to get “ cheque deposit details” report with below search criteria    type  text field dropdown calendar (should not able to select future dates, should check from date < to date) dropdown   deposited, realized, returned, unrealized (should able to get report when selected the cheque statues)  permission role : casa chequedepositdetailsreport view     check      report should display below columns    description  increment sequence noaccount no current account holder namedate cheque leaf full nodescription customer instructed date   status update datecheque no  cheque type  cheque bank branch deposited branchcreated user status updated process created date and time lolctech fr.analytics.ocp.oraclecloud.com/ui/dv/?pageid=visualanalyzer&reportmode=full&reportpath=%2f%40catalog%2fshared%2f%20cnwnb%2fcasa%2fcheque%20deposit%20detail%20report%20(current%20%26%20pdc|  permission role: casa chequedepositdetailreport view permission role should mapped with the group and user.",12
PF-1531,Reports | OAC | Cheque Deposit detail report (Current & PDC) report | Cheque Deposit Detail Report BE," do      should be able to get “ cheque deposit details” report with below search criteria     type  text field dropdown calendar (should not able to select future dates,  should check from date < to date) dropdown   deposited, realized, returned, unrealized  (should able to get report when selected the cheque statues)   check      report should display below columns  add new column cheque leave status cuz its take as filteration    description  increment sequence noaccount no current account holder namedate    description  cheque no cheque deposit datacheque type bank codecheque bank branch account branchcreated user depositwidth=945,height=457!  validation  deposited : all the cheques which are deposited and pending for realization/return  realized : cheques deposited and realized. where the cheqe status = realized  returned ; cheques deposited and realized. where the cheqe status = realized unrealized ",16
PF-615,Inter Teller Cash Transfers_Accept Pending Inter- teller cash request," do   # in the “acceptance pending” tab, list all the requests which are in the “pending” status should be displayed. (requests which are created by other tellers should be approved | rejected by the user). # n the forum user should be able to search the “pending” requests through the following search parameters, a. to teller name b. to teller code c. transaction date #  according to the successful search the following details of the pending requests will be displayed to the user, a. to teller name b. to teller code c. currency d. amount e. status f. transaction date g. action (select) # with the help of “select” action, user should be select specific inter teller transfer request. # after selecting the request, the following details of the selected request will be displayed to the user, a. from teller name b. from business unit c. to teller name d. amount e. created date f. remark g. denominations  (only one currency should be displayed with the denomiations)  # after viewing the request user should be able to “accept” or “reject” the selected request. #  if the user selects the “reject” option, then user needs to enter data in the “remark” field. # in the information panel login user’s currency wise till balance should be displayed. # allow to enter the denomination details if accept the request.   # display the currency denominations values according the currency in the interest letter cash request.  # implement the permission role,                                                                                                                        teller acceptinterteller view, teller acceptinterteller create  for authorized users.                                                                                                                         check   # ensure that the only displays the requests pending for login user’s acceptance. # ensure that able to accept only the cash request within available balance of the accepting till.   # confirm that the inter teller request screen is visible only to users with the granted permission. # check whether when submit the request, denomination total and request amount values  are validated. ",28
PF-614,Inter Teller Cash Transfers_Create new inter-teller cash request," do   # allow to enter a inter  teller cash request in the create new forum, user able to provide details for the below fields, a. from teller name b. from business unit c. to teller name d. currency e. amount f. remark # data for the “from teller name” should be selected from the drop down list, according to it “from teller code” should be displayed to the user.  # “from business unit” should be selected from the drop down list as “islamic” or “conventional”.  # data for the “to teller name” and “to teller code” should be displayed by default.(login user name & code)  # “currency” should be selected from the drop down list. (only one currency can be added) #  allow to enter the amount in the “amount” field. # if the user tries to select a different “currency” from the drop down list, then a validation message should display as “only same currency should be added”. # after entering the amount, user should be able to select the “add denomination” button.  # by selecting the “add denomination” button, user will be navigating to the denomination details forum.  # after providing data for the denomination details, by selecting the “add” button in the end of the page user should be able to add the denomination details.  # “remark” is a user definable text field.  # by selecting the “confirm” button in the end of the page, inter teller cash transfers will be processed.  #  “previous” button in the end of the page, helps the user to navigate to the view screen of existing inter teller cash transfers #  enable to request cash request within the enable currencies and currency limits of the teller.  # implement user role permission  “teller intertellerrequest create”    check   # ensure that the only the tellers that mapped with same equesting teller’s valut should be available for inter teller cash request. # ensure that only the currencies mapped with requesting till is available to select.  # confirm that the inter teller request screen is visible only to users with the granted permission.",44
PF-620,Inter Teller Cash Transfers_view all inter teller cash requests in list view screen," do   #  in the forum the following tabs will be displayed to the user, a. request b. acceptance pending scenario 1 – request (all the request which have sent will be display) # in the “request” tab, user should be able to search existing inter teller transfer requests through the following search parameters, a. from teller name b. from teller code c. transaction date  # according to the successful search, the following details should display to the user, a. from teller name b. from teller code c. currency d. amount e. status (acceptedrejected reversal)  # for all the inter teller cash transfer request, “view” action will be available to the user in action.  # by selecting the “view” action, the following details should display to the user, a. from teller name b. from business unit c. to teller name d. amount e. created date f. remark g. denominations if the “status” is “accepted”, then “reversal” option will be available to the user in the action. by choosing the “reversal” option, a pop up should display to the user with the following details, a. from teller name b. from business unit c. to teller name d. amount e. created date f. remark g. denominations  # if the user selects “reverse” button, then user needs to enter data for “remark” field. (“remark” should be a mandatory field).  # if the “status” is “pending” , “accepted” or “rejected”, then “view” option only available to the user. scenario 2 – acceptance pending (requests which are pending for approval)  # in the “acceptance pending” tab, all the requests which are in the “pending” status should be displayed. (requests which are created by other tellers should be approved | rejected by the user).  # in the forum user should be able to search the “pending” requests through the following search parameters, a. to teller name b. to teller code c. transaction date  # according to the successful search the following details of the pending requests will be displayed to the user, a. to teller name b. to teller code c. currency d. amount e. status f. transaction date g. action (select)  # with the help of “select” action, user should be select specific inter teller transfer request.  # after selecting the request, the following details of the selected request will be displayed to the user, a. from teller name b. from business unit c. to teller name d. amount e. created date f. remark g. denominations  # after viewing the request user should be able to “accept” or “reject” the selected request.  # if the user selects the “reject” option, then user needs to enter data in the “remark” field. # in the information panel login user’s currency wise till balance should be displayed. # implement the permission role "" teller intertellerrequest_view "" for authorized users.   check    # scenario 1   request  “request” tab should display all the requests which are created by the user. in the “request” tab, if the request is already “accepted” by the other teller then “reversal” action will be displayed. “pending”, “accepted” and “rejected” or “reversed” requests can be displayed in the forum with the “view” action. scenario 2 – acceptance pending in the “acceptance pending” tab, all the requests which are sent by other tellers will be displayed. “acceptance pending” tab include all the requests which are in “pending” status. after selecting a specific inter teller transfer request user should be able to “approve” or “reject” the request. #  check the user permissions works #  confirm that the inter teller request screen is visible only to users with the granted permission.",44
PF-1515,Bulk Interest rate Update & Confirmation | Interest Rate activation Schedule,do    create tier bands for several effective dates and approve   create accounts based on the new rate effective date   activate accounts   calculate interest    check    check the tier band status changes based on the effective date with the schedule.   check the tier bands displying in account creation information bar   check the interest calculation for new accounts ,48
PF-1514,Bulk Interest rate Update & Confirmation | Bulk update Confirmation,"do    view the created batches for pending approval   approve whole batch   reject whole batch   approve and reject reords in same batch      check    check the following details can be viewed in the pending approval list   bulk upload batch no   created date   created user   created user’s branch   no of records   check the batch details are same as created when opneing the batch   ,""content"":[,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]},,""content"":[]}]},,""content"":[]}]}]}]}     check the tier band status changes upon approve & reject'   if approved, the approval status of the tier band should change to “approved” from pending    if rejected, the approval status of the tier band should change to “rejected” from pending",40
PF-656,Bulk Interest rate Update & Confirmation | Bulk Interest Update through Excel upload,do    select the product(s) that need do the interest rate upload and “add” to interest details grid   click on the “download template” option   fill the details in the downloaded excel template   upoad the updated saved excel template      check    check the active tier band details appears in the downloaded excel for the selected products.   check the new rates and effective dates displaying in the screen as entered in the excel upon upload   check the “reset” button to clear interest details grid,36
PF-654,Bulk Interest rate Update & Confirmation | Bulk Interest Rate update through Screen,"do    add new effective date, new aer & new bank interest rate in the interest details grid.    check    check the “reset” button   check update going through pages in the interest details grid",16
PF-630,CASA Cheque Withdrawal Checker Action_Story 02 - CASA Cheque Withdrawal Checker Action - Confirm," do:   with the help of “view” action, following details will be displayed to the user,    operation type   withdrawal type   account details   withdrawal details   checker action         operation type should display as (deposit / withdrawal) (in this scenario we consider that it was selected as “withdrawal”).  withdrawal type should display as (cash / cheque) (in this scenario it should display as “cheque”).  “account details” should display to the user, it should include the followings,    customer image   schema name   account number   name   action (view)   signature  with the help of icon user should able to maximize and see the customer image.  “withdrawal details” should display the following details,    cheque number   cheque leaf status   currency   cheque date   transaction amount   notes  in the “checker action” forum user have to provide details for the following details,    action – data should be selected from the drop down list.   status – data should be selected from the drop down list.   notes – user definable text field.  by selecting the “confirm” button at the end of the page, checker action process for cheque withdrawal should be completed and transferred to the final action.       check:   as operation type selected as “withdrawal”, then “withdrawal type” should display to the user.  checker action is only required for the “cheque withdrawal”.  account details should display to the user  with the help of icon user should able to maximize and see the customer image.  signature of the customer should be visible.  withdrawal details should display  in the “checker action” forum user have to provide details for the following details,    action – data should be selected from the drop down list.   status – data should be selected from the drop down list.   notes – user definable text field.  by selecting the “confirm” button at the end of the page, checker action process for cheque withdrawal should be completed and transferred to the final action.       validations:    if the user tries to confirm the cheque withdrawal checker action without selecting the “action” from the drop down list, then the user will get a validation message as “checker action is required”.  if the user tries to confirm the cheque withdrawal checker action without selecting the “status”, then the user will get a validation message as “status is required”.",56
PF-628,CASA Cheque Withdrawal Checker Action_Story 01 - CASA Cheque Withdrawal Checker Action - Get initiated Withdrawals," do:   in the forum already selected module and operation type should display to the user. (example – in this scenario we consider that casa module was selected and operation type should be withdrawal)  user should be able to search existing withdrawals using the “search withdrawal number” parameter.  according to the successful search, following details should be displayed to the user in a table,    cheque number   account number   customer name   transfer date   amount   status (sigverify)   action (view)      check:   display all withdrawals signature verified and overdraft  able to search by all search parameters     validations:   all the details for the selected cheque withdrawal number should be displayed to the user.",36
PF-1537,CASA Module | OAC Reports | Stop Payments Report with reasons | Front End Development, do:      should be able to get “ stop payments report with reasons” report with below search criteria    type  text field calendar (should not able to select future dates) check with created date and time text field dropdown   permission role : casa stoppaymentreportwithreason view implementation link :         check:      report should display below columns    description  increment sequence noaccount no current account holder namecheque book no cheque leaf full nostatus customer instructed date   status update datereason status update created user namecreated date and time status update approved or rejected userconfirmed date & time approve or rejectbranch     validation:  should get all stop payment/lost/cancel type cheques details  should not able to search for future dates  to date>from date  should direct to the correct report check the data accuracy permission role : casa stoppaymentsreportwithreason view permission role should mapped with the group and user. ,12
PF-1540,Reports | OAC | OD Utilization And Activity Report | Frontend Development, do:   should able to get report by below search criteria    data  dropdown calendar (should check from date < to date) dropdown  permission role : casa odutilizationandactivityreport view     check:   report should generate with below columns                    should direct to the correct report check the data accuracy  validation  should display all accounts  with od details  should not able to search for future dates  to date>from date   role : casa odutilizationandactivityreport view implementation link :   ,12
PF-1546,Display Liability Information in Appraisal_Story 02 - Display Liability Information in Appraisal - Internal Liabilities from FusionX and Fusion," do:   in the appraisal >internal exposure and financial commitment details > internal liabilities, need to display fusionx and fusion internal liabilities  for the selected customer      customer type  account number  facility amount view option to open popup screen with data|      check:   display internal facilities of existing facility details & aml details of fusion",52
PF-319,Master Definitions | Unit of Measure | Reviewing and Completing the URS 1.0v,nan,4
PF-318,Master Definitions | Item Sub Type | Completing UI/UX Design,nan,8
PF-317,Master Definitions | Item Sub Type | Reviewing and Completing the URS 1.0v,nan,4
PF-315,Master Definitions | Item Definition | Reviewing and Completing the URS 1.0v,nan,4
PF-313,Master Definitions | Item Category | Reviewing and Completing the URS 1.0v,nan,4
PF-312,Item Sub Category_List All Development Stories,nan,8
PF-311,Item Sub Category_Review URS 1.0,nan,4
PF-309,Master Definitions | Main Inventory Location (Central Location) | Reviewing and Completing the URS 1.0v,nan,4
PF-1518,Reports | OAC | OD Utilization And Activity Report | Backend Development, do:   should able to get report by below search criteria    data  dropdown calendar (should check from date < to date) request date dropdown   check:   report should generate with below columns                      validation  should display all accounts  with od details,16
PF-624,Transaction Reversal Request- Lending Cash  receipt Transaction reversal Front end screens,"do  # allow to select lending module and search an account # allow to select a transaction and submit for reversal # generate a transaction reversal request that pending for authorization. # implement user permissions for the role “lending receiptcancellation create” #  after the login user have to select data for “module” field. data for the “module” field can be selected as “casa” or “lending”. # scenario 2 – module selected as “lending” #  if the “module” selected as “lending”, then user should be able to select an account through the “select account” button. # after selecting the “select account” button, a pop up should display to the user. # in the pop up, user should be able to search lending accounts, through the “account number” search parameter. # according to the successful search the following details of the account will be displayed in the pop up, a. account open branch b. account number c. product name d. sub product name e. status f. action (select)  # with the help of “select” action, user should be able to select an account. # the following details of the selected account will be displayed in the forum, a. account name b. account number c. product name d. sub product name e. status #  “clear account” button allows the user to clear the selected account. # by choosing the “next” button, user should navigate to the “create group reversal” forum. #  in the “create group reversal” forum, the following details of the selected account will be displayed to the user, a. account number b. receipt batch number c. receipt number d. status (active  account details | view) #  by choosing the “view allocation” option, a pop up should display to the user with the following allocation details, a. transaction type b. due date c. allocated amount d. balance #  by selecting the “account details” option, the following “account details” and “customer details” of the selected account will be displayed in the pop up, account details a. account branch b. account type c. account currency d. product e. total balance f. status g. arrears balance customer details h. customer ref.code i. customer name j. identification number k. ownership type #  if the user selects the “view” action in the view transaction group forum, then the user navigates to the “view transaction” forum. #  in the “view transaction” forum, the following details will be displayed to the user, a. transaction id b. booking date c. value date d. created date & time e. transaction code f. transaction sub code g. transaction currency h. transaction amount i. payment method j. status # by selecting the “back” button in the end of the page user should be able to navigate to the “create group reversal” forum. # in the “create group reversal” forum, by marking in the check box user can choose lending accounts in order to process for transaction reversal. # auto count of the selected transaction reversal will be displayed as “reverse selected” in the end of the page. # by choosing the “reverse selected:”, a confirmation pop up will be displayed to the user as “please fill below to reverse the selected transaction groups” with the following fields, a. reference number b. notes # after providing the data for “reference number” and “notes” field, by choosing the “ok” button in the pop up, selected transactions will be passed to reversal. #  if the use selects “cancel” then the transaction reversal request will be cancelled.  check  # ensure that only cash or cheque transactions are allowed to reverse. # confirm that the lending transaction reversal screen is visible only to users with the granted permission.",64
PF-623,Transaction Reversal Request _CASA Transaction Reversal Request- Front end screens," do   # generate a transaction reversal request that pending for authorization.  # implement user permissions  for the role “casa transactiongroupreversal create” #  after the login user have to select data for “module” field. data for the “module” field can be selected as “casa” or “lending”. scenario 1 – module selected as “casa” with the help of “select account” button, a pop up should display to the user in order to select a casa account. in the pop up, user should be able to search casa account through the “account number” search parameter. # according to the successful search the following details of the account will be displayed to the user, a. account open branch b. account number c. account name d. status e. action (select) # . with the help of “select” action, user should be able to select an account inorder to process for transaction reversal. # after selecting an account, the following details of the selected account will be displayed to the user, a. account name b. account number c. schema name d. status # “clear account” button allow the user to clear the selected account. # by choosing the “next” button, user should navigate to the “create group reversal forum”, where all the transactions which are occurred in the account will be displayed. # in the forum user should be able to search through the “transaction number” search parameter. # the following transaction details which are occurred in the selected account will be displayed, a. transaction group number b. transaction date c. currency d. action (view) # by selecting the “view” action, the user should navigates to the “view transaction group” forum, where transaction details which are occurred inside the selected transaction group will be displayed. # transaction details include the following fields, a. transaction number b. value date c. booking number d. description e. type f. amount g. action (view) # with the help of “view” action, all the details of the selected transaction will be displayed to the user and it’ll include the following, a. transaction id b. booking date c. value date d. created date & time e. transaction code f. transaction sub code g. transaction reference h. transaction currency i. transaction amount j. credit/debit k. status l. available balance m. actual balance n. balance credit | debit o. reversed transaction number p. created user q. approved user r. credit account number s. debit account number t. bank u. branch v. user reference number w. reference # by selecting the “back” button, at the end of the page user should navigates to the “create group reversal” forum. # in the “create group reversal”, user should be able to mark in the check box in order to process for transaction reversal. # in the end of the page, auto count of the selected transaction reversal requests will be displayed. example – reverse selected : 2 # by choosing the “reverse selected:”, a confirmation pop up will displayed to the user as “please fill below to reverse the selected transaction groups” with the following fields, a. reference number b. notes # after providing the data for “reference number” and “notes” field, by choosing the “ok” button in the pop up, selected transactions will be passed to reversal. # if the use selects “cancel” then the transaction reversal request will be cancelled.    check    # ensure that only cash or cheque transactions are allowed to reverse.  # confirm that the casa transaction reversal screen is visible only to users with the granted permission.",64
PF-1145,Branch Teller Operations | General Direct Payments | General Direct Payments by Cash," do   # ui screen should be loaded according to selected payment category (module   other , operation type   deposit, payment type  general direct payment) # teller able to accept cash for general payments like , (valuation fee, tender form fee ect.. )   # user have to select specific “module” in the forum, below options will be given in the module selection, a.  casa b.  lending c.  term deposit d.  other                       #  in this scenario, operation type should be selected as “deposit”, according to the selected details other details will be loaded in the forum. # user have to select the “party type” as “existing customer” or “other party”. #  if the user selects “party type” as “existing customer”, then a pop up should display to the user. # in the pop up user have to search an existing customer through the following search parameters,                             a. customer name                             b. customer reference number                             c. customer identification number #  according to the successful search the following details should displayed to the user, a. customer name b. customer reference number c. customer identification number d. action (select) # with the help of “select” action, existing customer details will be added and displayed. # the following details of the existing customer will be displayed, a. customer name b. customer reference number c. customer identification number d. address e. mobile number # data for the “address” and “mobile number” fields will be displayed according to the selected customer, it can be edited as well. #  “utility type” should be selected from the drop down list. # according to the selected “utility type”, data for the “utility service provider” should be loaded in the drop down list. example – if the “utility type” selected as “electricity”, all the “utility service providers” should be loaded in the drop down list. #  “user reference number” should be an alpha numeric field. #  “notes” should be a text field. #  data for the “deposit type” should be selected as “cash” or “cheque”. (in this scenario “deposit type” should be selected as “cash”) #  “currency” should be selected from the drop down list. (available currencies in the till should be loaded) # “payment amount” should be a numeric field, according to the added “payment amount”, “charges” should be calculated and displayed. #  “reference label” should be displayed according the utility bill template. #  “cash in” and “cash out” denominations should be entered based on it “total amount” will be displayed. # teller transaction event limits should be validated at the time posting the transaction. if a teller limit is defined for the below transaction events. utility bill cash  event code : ubch utility bill cheque event code : ubcq  #    should be able to print a receipt for utility payment acceptance.    # implement user permissions “ teller generaldirectpayments create ”.    check    # ensure that selected customer details are passed when accept a general payment from existing customer.  # ensure that other party details are captured when save other party general payment.  # ensure that cash till balance is updated when save a general payment. # ensure that cash denominations are validated when save a general payment. # ensure that user permissions has been implemented. ",88
PF-1142,Branch Teller Operations | General Direct Payments | General Direct Payments_UI/UX design,do  # design figma ui screen for the general direct payment teller screen.  check  # ensure that all required features / options available in the ui design # ensure that ui design is completed according to ui fusionx ui standards,12
PF-307,Triger Introducer payable | Complete the URS,urs completed   have to review,16
PF-306,Account Maintenance | Accept Charges after the lead Creation | Completing the Initial URS,output:  urs to be completed   have to review in next sprint (november_01)  epics to be identified and defined in jira  stories to be finalized and defined in jira >> update the story points with do and check  the status of the epic should be “ready for development”,16
PF-2024,Branch Vault Fund Transactions | Balancing Transactions | List All Development Stories,output:  urs to be completed  epics to be identified and defined in jira  stories to be finalized and defined in jira >> update the story points with do and check  the status of the epic should be “ready for development”,8
PF-1666,Authorize Fund Transfer_List All Development Stories,nan,8
PF-711,Branch Parameters_List All Development Stories,output:  urs to be completed  epics to be identified and defined in jira  stories to be finalized and defined in jira >> update the story points with do and check  the status of the epic should be “ready for development”,4
PF-302,Bad Debt Provisions | Bad Debt Provision Buckets | Reviewing and Completing the URS 1.0v,nan,8
PF-300,Loan Account Management | Account Maintenance {Loan GL Reconciliation) | Reviewing and Completing the URS 1.0v,nan,16
PF-299,Loan Account Management | Account Maintenance {Loan GL Reconciliation) | Reviewing and Completing the URS 1.0v,nan,8
PF-296,Settings | Product Definitions | Repayment Template Authorization | Listing and Estimating All the Development Stories,nan,8
PF-295,Settings | Product Definitions | Repayment Template Authorization | Reviewing and Completing the URS 1.0v,nan,8
PF-1558,Term Deposit Movement Report_List All Development Stories,output:  urs to be completed  epics to be identified and defined in jira  stories to be finalized and defined in jira >> update the story points with do and check  the status of the epic should be “ready for development”,8
PF-293,Settings | LTV Ratios | Listing and Estimating All the Development Stories,output:  urs to be completed  epics to be identified and defined in jira  stories to be finalized and defined in jira >> update the story points with do and check  the status of the epic should be “ready for development”,8
PF-292,Settings | LTV Ratios |  Reviewing and Completing the URS 1.0v,nan,8
PF-289,Bad Debt Provisions | Bad Debt Provision Buckets | Listing and Estimating All the Development Stories,nan,16
PF-286,Lending Module | Manage Purchase Order | List All Development Stories,output:  urs to be completed  epics to be identified and defined in jira  stories to be finalized and defined in jira >> update the story points with do and check  the status of the epic should be “ready for development”,16
PF-283,Transaction | Approve Supplier Payables | Reviewing and Completing the URS 1.0v,nan,4
PF-282,Transaction | Approve Supplier Payables | Listing and Estimating All the Development Stories,nan,16
