issuekey,title,description,storypoint,split_mark
BAM-9387,Bamboo does not start on OpenJDK 7,"captcha depends on sun packages.      20110801 11:06:01,314 info [main] [brokerservice] activemq jms message broker (bamboo, id:barnard.local6286013121607477290:1) stopped  20110801 11:06:01,316 info [main] [configurablelocalsessionfactorybean] closing hibernate sessionfactory  20110801 11:06:01,320 error [main] [contextloader] context initialization failed  org.springframework.beans.factory.beancreationexception: error creating bean with name 'imagecaptchaservice' defined in class path resource [applicationcontextcaptcha.xml]: cannot resolve reference to bean 'captchaengine' while setting constructor argument; nested exception is org.springframework.beans.factory.beancreationexception: error creating bean with name 'captchaengine' defined in class path resource [applicationcontextcaptcha.xml]: instantiation of bean failed; nested exception is org.springframework.beans.beaninstantiationexception: could not instantiate bean class [com.atlassian.bamboo.captcha.atlassiangimpyengine]: constructor threw exception; nested exception is java.lang.noclassdeffounderror: com/sun/image/codec/jpeg/imageformatexception  caused by: org.springframework.beans.factory.beancreationexception: error creating bean with name 'captchaengine' defined in class path resource [applicationcontextcaptcha.xml]: instantiation of bean failed; nested exception is org.springframework.beans.beaninstantiationexception: could not instantiate bean class [com.atlassian.bamboo.captcha.atlassiangimpyengine]: constructor threw exception; nested exception is java.lang.noclassdeffounderror: com/sun/image/codec/jpeg/imageformatexception  caused by: org.springframework.beans.beaninstantiationexception: could not instantiate bean class [com.atlassian.bamboo.captcha.atlassiangimpyengine]: constructor threw exception; nested exception is java.lang.noclassdeffounderror: com/sun/image/codec/jpeg/imageformatexception  caused by: java.lang.noclassdeffounderror: com/sun/image/codec/jpeg/imageformatexception    java.lang.class.forname0(native method)    java.lang.class.forname(class.java:186)    com.octo.captcha.image.gimpy.gimpyfactory.class$(gimpyfactory.java:30)    com.octo.captcha.image.gimpy.gimpyfactory./(gimpyfactory.java:30)    com.atlassian.bamboo.captcha.atlassiangimpyengine.buildinitialfactories(atlassiangimpyengine.java:59)    com.octo.captcha.engine.image.listimagecaptchaengine./(listimagecaptchaengine.java:24)    com.atlassian.bamboo.captcha.atlassiangimpyengine./(atlassiangimpyengine.java:28)    sun.reflect.nativeconstructoraccessorimpl.newinstance0(native method)    sun.reflect.nativeconstructoraccessorimpl.newinstance(nativeconstructoraccessorimpl.java:57)    sun.reflect.delegatingconstructoraccessorimpl.newinstance(delegatingconstructoraccessorimpl.java:45)    java.lang.reflect.constructor.newinstance(constructor.java:525)    org.springframework.beans.beanutils.instantiateclass(beanutils.java:85)    org.springframework.beans.factory.support.simpleinstantiationstrategy.instantiate(simpleinstantiationstrategy.java:61)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.instantiatebean(abstractautowirecapablebeanfactory.java:752)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.createbeaninstance(abstractautowirecapablebeanfactory.java:717)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.createbean(abstractautowirecapablebeanfactory.java:386)    org.springframework.beans.factory.support.abstractbeanfactory$1.getobject(abstractbeanfactory.java:249)    org.springframework.beans.factory.support.defaultsingletonbeanregistry.getsingleton(defaultsingletonbeanregistry.java:155)    org.springframework.beans.factory.support.abstractbeanfactory.getbean(abstractbeanfactory.java:246)    org.springframework.beans.factory.support.abstractbeanfactory.getbean(abstractbeanfactory.java:160)    org.springframework.beans.factory.support.beandefinitionvalueresolver.resolvereference(beandefinitionvalueresolver.java:267)    org.springframework.beans.factory.support.beandefinitionvalueresolver.resolvevalueifnecessary(beandefinitionvalueresolver.java:110)    org.springframework.beans.factory.support.constructorresolver.resolveconstructorarguments(constructorresolver.java:389)    org.springframework.beans.factory.support.constructorresolver.autowireconstructor(constructorresolver.java:120)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.autowireconstructor(abstractautowirecapablebeanfactory.java:795)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.createbeaninstance(abstractautowirecapablebeanfactory.java:713)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.createbean(abstractautowirecapablebeanfactory.java:386)    org.springframework.beans.factory.support.abstractbeanfactory$1.getobject(abstractbeanfactory.java:249)    org.springframework.beans.factory.support.defaultsingletonbeanregistry.getsingleton(defaultsingletonbeanregistry.java:155)    org.springframework.beans.factory.support.abstractbeanfactory.getbean(abstractbeanfactory.java:246)    org.springframework.beans.factory.support.abstractbeanfactory.getbean(abstractbeanfactory.java:160)    org.springframework.beans.factory.support.defaultlistablebeanfactory.preinstantiatesingletons(defaultlistablebeanfactory.java:291)    org.springframework.context.support.abstractapplicationcontext.refresh(abstractapplicationcontext.java:352)    org.springframework.web.context.contextloader.createwebapplicationcontext(contextloader.java:245)    org.springframework.web.context.contextloader.initwebapplicationcontext(contextloader.java:188)    org.springframework.web.context.contextloaderlistener.contextinitialized(contextloaderlistener.java:49)    com.atlassian.spring.container.containercontextloaderlistener.contextinitialized(containercontextloaderlistener.java:32)    org.eclipse.jetty.server.handler.contexthandler.startcontext(contexthandler.java:633)    org.eclipse.jetty.servlet.servletcontexthandler.startcontext(servletcontexthandler.java:228)    org.eclipse.jetty.webapp.webappcontext.startcontext(webappcontext.java:1160)    org.eclipse.jetty.server.handler.contexthandler.dostart(contexthandler.java:576)    org.eclipse.jetty.webapp.webappcontext.dostart(webappcontext.java:492)    org.eclipse.jetty.util.component.abstractlifecycle.start(abstractlifecycle.java:55)    org.eclipse.jetty.server.handler.handlerwrapper.dostart(handlerwrapper.java:93)    org.eclipse.jetty.server.server.dostart(server.java:243)    org.eclipse.jetty.util.component.abstractlifecycle.start(abstractlifecycle.java:55)    com.atlassian.bamboo.server.server.main(server.java:77)  caused by: java.lang.classnotfoundexception: com.sun.image.codec.jpeg.imageformatexception    java.net.urlclassloader$1.run(urlclassloader.java:366)    java.net.urlclassloader$1.run(urlclassloader.java:355)    java.security.accesscontroller.doprivileged(native method)    java.net.urlclassloader.findclass(urlclassloader.java:354)    java.lang.classloader.loadclass(classloader.java:423)    sun.misc.launcher$appclassloader.loadclass(launcher.java:308)    java.lang.classloader.loadclass(classloader.java:356)   ... 47 more  20110801 11:06:01,326 warn [main] [log] failed startup of context webappcontext@2ba42999@2ba42999/bamboo,file:/users/jdumay/code/bamboo/components/bamboowebapp/src/main/webapp/,/users/jdumay/code/bamboo/components/bamboowebapp/src/main/webapp  org.springframework.beans.factory.beancreationexception: error creating bean with name 'imagecaptchaservice' defined in class path resource [applicationcontextcaptcha.xml]: cannot resolve reference to bean 'captchaengine' while setting constructor argument; nested exception is org.springframework.beans.factory.beancreationexception: error creating bean with name 'captchaengine' defined in class path resource [applicationcontextcaptcha.xml]: instantiation of bean failed; nested exception is org.springframework.beans.beaninstantiationexception: could not instantiate bean class [com.atlassian.bamboo.captcha.atlassiangimpyengine]: constructor threw exception; nested exception is java.lang.noclassdeffounderror: com/sun/image/codec/jpeg/imageformatexception  caused by: org.springframework.beans.factory.beancreationexception: error creating bean with name 'captchaengine' defined in class path resource [applicationcontextcaptcha.xml]: instantiation of bean failed; nested exception is org.springframework.beans.beaninstantiationexception: could not instantiate bean class [com.atlassian.bamboo.captcha.atlassiangimpyengine]: constructor threw exception; nested exception is java.lang.noclassdeffounderror: com/sun/image/codec/jpeg/imageformatexception  caused by: org.springframework.beans.beaninstantiationexception: could not instantiate bean class [com.atlassian.bamboo.captcha.atlassiangimpyengine]: constructor threw exception; nested exception is java.lang.noclassdeffounderror: com/sun/image/codec/jpeg/imageformatexception  caused by: java.lang.noclassdeffounderror: com/sun/image/codec/jpeg/imageformatexception    java.lang.class.forname0(native method)    java.lang.class.forname(class.java:186)    com.octo.captcha.image.gimpy.gimpyfactory.class$(gimpyfactory.java:30)    com.octo.captcha.image.gimpy.gimpyfactory./(gimpyfactory.java:30)    com.atlassian.bamboo.captcha.atlassiangimpyengine.buildinitialfactories(atlassiangimpyengine.java:59)    com.octo.captcha.engine.image.listimagecaptchaengine./(listimagecaptchaengine.java:24)    com.atlassian.bamboo.captcha.atlassiangimpyengine./(atlassiangimpyengine.java:28)    sun.reflect.nativeconstructoraccessorimpl.newinstance0(native method)    sun.reflect.nativeconstructoraccessorimpl.newinstance(nativeconstructoraccessorimpl.java:57)    sun.reflect.delegatingconstructoraccessorimpl.newinstance(delegatingconstructoraccessorimpl.java:45)    java.lang.reflect.constructor.newinstance(constructor.java:525)    org.springframework.beans.beanutils.instantiateclass(beanutils.java:85)    org.springframework.beans.factory.support.simpleinstantiationstrategy.instantiate(simpleinstantiationstrategy.java:61)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.instantiatebean(abstractautowirecapablebeanfactory.java:752)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.createbeaninstance(abstractautowirecapablebeanfactory.java:717)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.createbean(abstractautowirecapablebeanfactory.java:386)    org.springframework.beans.factory.support.abstractbeanfactory$1.getobject(abstractbeanfactory.java:249)    org.springframework.beans.factory.support.defaultsingletonbeanregistry.getsingleton(defaultsingletonbeanregistry.java:155)    org.springframework.beans.factory.support.abstractbeanfactory.getbean(abstractbeanfactory.java:246)    org.springframework.beans.factory.support.abstractbeanfactory.getbean(abstractbeanfactory.java:160)    org.springframework.beans.factory.support.beandefinitionvalueresolver.resolvereference(beandefinitionvalueresolver.java:267)    org.springframework.beans.factory.support.beandefinitionvalueresolver.resolvevalueifnecessary(beandefinitionvalueresolver.java:110)    org.springframework.beans.factory.support.constructorresolver.resolveconstructorarguments(constructorresolver.java:389)    org.springframework.beans.factory.support.constructorresolver.autowireconstructor(constructorresolver.java:120)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.autowireconstructor(abstractautowirecapablebeanfactory.java:795)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.createbeaninstance(abstractautowirecapablebeanfactory.java:713)    org.springframework.beans.factory.support.abstractautowirecapablebeanfactory.createbean(abstractautowirecapablebeanfactory.java:386)    org.springframework.beans.factory.support.abstractbeanfactory$1.getobject(abstractbeanfactory.java:249)    org.springframework.beans.factory.support.defaultsingletonbeanregistry.getsingleton(defaultsingletonbeanregistry.java:155)    org.springframework.beans.factory.support.abstractbeanfactory.getbean(abstractbeanfactory.java:246)    org.springframework.beans.factory.support.abstractbeanfactory.getbean(abstractbeanfactory.java:160)    org.springframework.beans.factory.support.defaultlistablebeanfactory.preinstantiatesingletons(defaultlistablebeanfactory.java:291)    org.springframework.context.support.abstractapplicationcontext.refresh(abstractapplicationcontext.java:352)    org.springframework.web.context.contextloader.createwebapplicationcontext(contextloader.java:245)    org.springframework.web.context.contextloader.initwebapplicationcontext(contextloader.java:188)    org.springframework.web.context.contextloaderlistener.contextinitialized(contextloaderlistener.java:49)    com.atlassian.spring.container.containercontextloaderlistener.contextinitialized(containercontextloaderlistener.java:32)    org.eclipse.jetty.server.handler.contexthandler.startcontext(contexthandler.java:633)    org.eclipse.jetty.servlet.servletcontexthandler.startcontext(servletcontexthandler.java:228)    org.eclipse.jetty.webapp.webappcontext.startcontext(webappcontext.java:1160)    org.eclipse.jetty.server.handler.contexthandler.dostart(contexthandler.java:576)    org.eclipse.jetty.webapp.webappcontext.dostart(webappcontext.java:492)    org.eclipse.jetty.util.component.abstractlifecycle.start(abstractlifecycle.java:55)    org.eclipse.jetty.server.handler.handlerwrapper.dostart(handlerwrapper.java:93)    org.eclipse.jetty.server.server.dostart(server.java:243)    org.eclipse.jetty.util.component.abstractlifecycle.start(abstractlifecycle.java:55)    com.atlassian.bamboo.server.server.main(server.java:77)  caused by: java.lang.classnotfoundexception: com.sun.image.codec.jpeg.imageformatexception    java.net.urlclassloader$1.run(urlclassloader.java:366)    java.net.urlclassloader$1.run(urlclassloader.java:355)    java.security.accesscontroller.doprivileged(native method)    java.net.urlclassloader.findclass(urlclassloader.java:354)    java.lang.classloader.loadclass(classloader.java:423)    sun.misc.launcher$appclassloader.loadclass(launcher.java:308)    java.lang.classloader.loadclass(classloader.java:356)   ... 47 more  201108 01 11:06:01,343 info [main] [log] started selectchannelconnector@0.0.0.0:9087                                                                     you can see bamboo by visiting http:/localhost:9087/bamboo                                                                     ",5,val
BAM-9390,Prevent failure of the 2511 upgrade task,"  20110730 11:54:53,085 info http:/confluence.atlassian.com/display/bamkb/bamboo3.2upgradefailsonualupgrade+task can fix the problem.",2,val
BAM-9420,BRMP incompatible with Bamboo 3.2,"following error is recorded when loading the brmp plugin (version 2.0.4 or 2.0.1)  in bamboo 3.2:      20110801 11:49:35,400 error [qtp74475893811] [defaultpluginmanager] exception when retrieving plugin module brmpplanconfiguration, will disable plugin com.atlassian.bamboo.plugins.bambooreleasemanagementplugin  org.springframework.beans.factory.beancreationexception: error creating bean with name 'com.atlassian.bamboo.plugins.brmp.config.releasemanagementconfigurator': instantiation of bean failed; nested exception is java.lang.noclassdeffounderror: com/atlassian/bamboo/jira/jiraserver/jiraservermanager  caused by: java.lang.noclassdeffounderror: com/atlassian/bamboo/jira/jiraserver/jiraservermanager          at java.lang.class.getdeclaredmethods0(native method)          at java.lang.class.privategetdeclaredmethods(class.java:2427)          at java.lang.class.privategetpublicmethods(class.java:2547)          .....          .....  caused by: java.lang.classnotfoundexception: com.atlassian.bamboo.jira.jiraserver.jiraservermanager          at java.net.urlclassloader$1.run(urlclassloader.java:202)          at java.security.accesscontroller.doprivileged(native method)          at java.net.urlclassloader.findclass(urlclassloader.java:190)  ",3,val
BAM-9459,Configuring OAuth Consumers document is out of date,"in bamboo 3.2, in order to setup an oauth consumer you need to first trust 2 applications, and then you'll able to add an oauth consumer.    this document is out of date:     http:/confluence.atlassian.com/display/bamboo/configuringoauthconsumers    it says on step 3: in the left hand menu, under the title 'gadgets', click the 'oauth consumers' link. the 'oauth administration' page will be displayed, showing a list of configured oauth consumers (if any exist).    there is no such option under the gadgets section, only ""available gadgets"", and that page has no oauth links either.",1,val
BAM-9485,Release feature in  JIRA  and Bamboo with trusted application not working properly,when user configure trusted application to communicate between jira and bamboo. the feature release version will not work properly. the jira will not show the following in the ui       this problem does not happen when using basic authentication in application link. as a workaround user can try with basic authentication.jira,5,val
BAM-9511,Mercurial Repository should correctly filter changesets since last build (even if there was more than 100 changesets),"http:/tardigrade.sydney.atlassian.com:8085/bamboo/browse/bamext4049    on bamboohg repository,  lastvcsrevisionkey = 1c969a8270b7b6b70ff7f855a31fde22d3abae0c (marcin gardias code change)  currentrevisionkey = 06998bc525a291de042309b8972e5d743d491d8b (krystian's merge)    between those two revisions bamboo has found 106 code changes. due to hard limit (100 changeset parsed for the build, no more) the mercurial repository falsely filters out the notrelevant changesets to current branch:  bq. the mercurial plugin might incorrectly report the changesets triggering the build if there was more than 100 (hgrepository.changeset_limit) changes between the last build. the mercurial plugin will just have not enough information to traverse the changeset graph properly and will in defense report all changesets between, even those nonrelated to the built branch.  code responsible is near here: https:/atlaseye.atlassian.com/browse/bamboohg/components/bambooplugins/bambooplugin mercurial/src/main/java/com/atlassian/bamboo/plugins/hg/hgcommandprocessor.java?r=d8b981d129d0#to384    i'm raising this issue so we can have a look at in in better detail.",2,val
BAM-9518,Error summary does not match actual error log when rerunning,"the error summary shows a build failure, but when i click through the build was actually successful. looks like the job was retried but the old error summary still shows.        ",1,val
BAM-9556,JBAM - Socket time outs after 10 seconds,when talking to tardigrade from a jira standalone instance i keep getting socket time out exceptions after 10 seconds. this is happening a lot.  not sure if the core problem is tardigrade fro taking too long or the plugin should be waiting longer than that for a response.    the error message is not that friendly either.    ,1,val
BAM-9597,On restart non default project -> Bamboo servers links aren't used,"if you have two links to bamboo and you have a project that points to the non default app link, this will not be respected on a restart.    you need to go to the bamboo config screen and resave the configuration for it work again",2,val
BAM-9656,Handle empty destination directories correctly for artifacts when using Oracle,"currently, the destination directory option in artifact dependency can be left as empty.    this does not work when using oracle.    producing artifacts works well, but when a job from a later stage tries to use the artifacts and error occurs.    as oracle cannot handle storing empty strings, the directory is stored as null instead.    it looks like bamboo fails to deal with nulls for a destination directory when retrieving and using the value:      java.lang.nullpointerexception  at java.io.file./(file.java:305)  at com.atlassian.bamboo.build.artifact.localartifactmanager.retrieve(localartifactmanager.java:74)  at com.atlassian.bamboo.build.pipeline.tasks.preparebuildtask.prepareartifacts(preparebuildtask.java:100)  at com.atlassian.bamboo.build.pipeline.tasks.preparebuildtask.call(preparebuildtask.java:50)      the problem happens during execution of the second stage, even though no actual build action is being performed. the bamboohome/artifacts directory is present, and the artifact is created correctly.    if the directory the artifact should be referenced from in stage 2 is changed, another nullpointerexception happens:      20110829 17:14:30,361 error [qtp47027936211] [fiveohoh] 500 exception was thrown.  java.lang.nullpointerexception  at com.atlassian.bamboo.ww2.actions.build.admin.config.configureartifactsubscription.issubscriptionunique(configureartifactsubscription.java:158)  at com.atlassian.bamboo.ww2.actions.build.admin.config.configureartifactsubscription.validatesubscription(configureartifactsubscription.java:147)         ",1,val
BAM-9674,"When retrying a release with the release management plugin, default plan variables displayed are not used in the build","we have a bamboo plan for our ""release"" which runs the mavenreleaseplugin to actually release our software.  we define the plan with two plan variables: ""thisversion"" and ""nextversion"".      steps to reproduce:  # go to a jira version for the project we want to release, go to the ""release"" tab, and click to release this jira version using the bamboo release plugin  # select ""release with new build"" and choose the correct bamboo plan (the release plan with the custom variables)  # click the link to type a value for the variable ""thisversion"" and enter a value of 1.1.0  # click the link to type a value for the variable ""nextversion"" and enter a value of 1.2.0.m1snapshot  # click release    the plan will fire.  if the plan fails, then it is displayed as failing in jira and there is a button to ""retry""    # click retry and the same release plugin popup will be displayed with the previously selected values already filled out except for these problems:     while there are two rows for each of the two plan variables we previously input, the variable name in the dropdown is the same for each.  it lists both variable names as ""nextversion"", even though we originally selected the drop downs as ""thisversion"" for the first, and ""nextversion"" for the second.   note that the correct values, however, are still present in the text boxes.  thus when you see the screen (and i forgot to get a screenshot) you see in the first row a select box with ""nextversion"" but with a value of 1.1.0.  and the second row has (again) ""nextversion"" in the drop down and the text box value of 1.2.0.m1snapshot.  thus, it persisted the text box values correctly but not the drop down selections correctly.   if you only change the value of the first drop down  i.e. change the first drop down from ""nextversion"" to ""thisversion"" (which is how we originally filled it out) and don't touch the second drop down box at all  then it will only set the ""thisversion"" plan variable (the drop down that we physically clicked and changed).  it will not submit the ""nextversion"" variable value to the plan, despite appearing exactly as it did when we originally filled out the form.    this of course made my plan fail a second time as the mavenrelease plugin needs the ""nextversion"" value, and since i don't have a default maven fails because the next version is """" (empty string).    i went back to the jira version > release page and ""retried"" a third time.  again i was presented with a form that had both drop downs displayed as ""nextversion"".  i clicked the first row drop down and changed it to to the correct ""thisversion"" variable.  then i clicked the second row (currently ""nextversion""), deliberately changed it to ""thisversion"" and then clicked again to change it back to ""nextversion"".  i left the text box values alone  as they were already correct.    i submitted this and it worked perfectly.    thus, by clicking the second row dropdown and changing it and changing it back is a valid workaround.  this seems pretty minor as there is an easy workaround and it seems to only be a problem whenever a release build fails, which is probably rare.",2,val
