issuekey,title,description,storypoint,split_mark
APSTUD-7528,"Proposed solution to ""Parent path doesn't exist""","i set up an ftp connection with a remote path on the server set to ""publichtml/"", i.e. without the leading slash. i managed to connect to the server and see the list of files, even download a single file, but when i edited it and tried to save it, i got an error ""parent path doesn't exists"". the same happend in synchronization mode   the first file got synchronized, but the others did not.    however, i found that adding the leading slash, i.e. setting remote path as ""/publichtml/"", solves the issue! so my advice for you is to forbid setting the path on the server without the leading slash, or otherwise correct this issue.",1,test
APSTUD-7532,Window caption and some of the menus show variable names,steps to reproduce open aptana studio. caption shows %perspective.name.web and some of the menu entries below help also show %.... var names see screenshot  actual result see screenshot  expected result correct caption and menu entries,5,test
APSTUD-7552,Submit a ticket: return user to the dialog to edit if JIRA submission failed,"steps to reproduce write at ticket, at length and with good effort.  make a mistake that inserts  a return needing to be escaped, i think the error was. submit ticket. aptana says it's bad, needing   backslash in some way, then blows away all the work  nothing is left! i have to write up everything and try to submit again, guessing what caused the problem. absolutely the wrong approach!  actual result no ticket submitted, all writeup lost  expected result should have returned me to the writeup, with explanation of what i have to do to fix it. i am having to guess here, and think that maybe you don't allow enter newlines in the tickets, which i was using to give you a numbered list for steps to reproduce, and to format result fields so you can easily read them. notice i am not using any enter newlines this time. if this is what the underlying problem is, that is a very big bug in itself!! yes, i am frustrated, but will now go write up the original bug again with no enter newlines. you see the problem, i am sure.",5,test
APSTUD-7571,Aptana 3 Preview Not Working,"not quite sure how to label this because this is my first time using this ticketing system. but i'm working with aptana 3 trying to redo a couple of elements on a cakephp website. i have my website working on my local server (the program i'm using is mamp), with everything linking properly.    i created the initial https:/wiki.appcelerator.org/display/tis/settingupyourwebbrowserconfiguration  https:/wiki.appcelerator.org/display/tis/settingupanexternalwebservertopreviewphpandothernonhtml+pages    when i tried the settings i created using the run as... button, it gave me the following error message below:        generic server doesn't support start.    then, when i try and preview using the internal browser, not only does it not show properly, after a couple of seconds, it crashes. i'm wondering if there was something i missed during configurations?",8,test
APSTUD-7572,Split JS plugin into core and UI parts,"we may need to move some nodejs functionality from titanium studio down into aptana studio. we built that functionality properly separated into core and ui plugins, and joining them back may cause issues as well as actually breaks proper architecture. as a result, we should split the js plugin into core and ui properly so we can eventually merge the node stuff down in.",20,test
APSTUD-7575,Split CSS Editor plugin into core and UI plugins,we've combined core and ui code in the css editor plugin. for proper separation we should split the two apart as we did with the js plugin.,13,test
APSTUD-7576,Split XML Editor plugin into core and UI plugins,we've combined core and ui code in the xml editor plugin. for proper separation we should split the two apart as we did with the js plugin.,8,test
APSTUD-7577,Split HTML Editor plugin into core and UI plugins,we've combined core and ui code in the html editor plugin. for proper separation we should split the two apart as we did with the js plugin.,13,test
APSTUD-7579,Activating Studio became slow due to too many calls of ProjectPropertyTester (when changing tabs),"the effect is the same from: https:/jira.appcelerator.org/browse/apstud3519, but i haven't investigated what's causing those calls to appear this time (i had aptana studio open for more than 1 day, before it became unusable, at which point i attached a profiler and got the results attached).     the attached profile is from a single switch editor (at which point it tested almost 4000 properties... another thing that's strange is the 1600 calls to gitrepository... but that may be related to the property testers too).    i'm on working from the development version. revision: b1f6fa7 1352764490 201211 12 pinnamur",8,test
APSTUD-7580,problem in the editor when selecting suggested elements for auto-completion,"steps to reproduce:  1) open aptana studio 3  2) create a new web project  3) create an input element letting the editor auto complete > type="""" / ra / radio /    aptana studio 3, build: 3.2.2.201208201020",1,test
APSTUD-7581,Can't scroll down or up in the preview editor,"when i set the editor size to ipad vertical, it shows the scroll bar of the ipad, but it doesn't show the scroll bar of the editor. so, i don't see the entire ipad because of the insufficient resolution of the screen.",5,test
APSTUD-7594,Split DTD Editor plugin into core and UI plugins,we've combined core and ui code in the dtd editor plugin. for proper separation we should split the two apart as we did with the js plugin.,8,test
APSTUD-7605,Syntax Highlighting for ERB Files Doesn't Recognize Comments,aptana studio's syntax highlighting for erb files doesn't support erb's commenting syntax:      /      the syntax is documented here: http:/rubydoc.org/stdlib1.9.3/libdoc/erb/rdoc/erb.html    ,1,test
APSTUD-7630,Aptana Eclipse plug-in fails to download,"aptana fails ot install the eclipse plugin.  i tried several methods.  market place, direct download, update site, etc.  using the given direct download,         http:/    crashes juno during the download with a zip file error.    [ zip error ]  java.util.zip.zipexception: zip file is empty    java.util.zip.zipfile.open(native method)    java.util.zip.zipfile./(unknown source)    java.util.zip.zipfile./(unknown source)    org.eclipse.equinox.p2.publisher.eclipse.bundlesaction.basicloadmanifest(bundlesaction.java:576)    org.eclipse.equinox.p2.publisher.eclipse.bundlesaction.loadmanifest(bundlesaction.java:562)    org.eclipse.equinox.p2.publisher.eclipse.bundlesaction.createbundledescription(bundlesaction.java:555)    org.eclipse.equinox.internal.provisional.p2.directorywatcher.repositorylistener.processbundle(repositorylistener.java:141)    org.eclipse.equinox.internal.provisional.p2.directorywatcher.repositorylistener.process(repositorylistener.java:136)    org.eclipse.equinox.internal.provisional.p2.directorywatcher.repositorylistener.added(repositorylistener.java:117)    org.eclipse.equinox.internal.p2.extensionlocation.bundlepoolfilteredlistener.added(bundlepoolfilteredlistener.java:42)    org.eclipse.equinox.internal.p2.extensionlocation.sitelistener.added(sitelistener.java:336)    org.eclipse.equinox.internal.provisional.p2.directorywatcher.directorywatcher.processfile(directorywatcher.java:197)    org.eclipse.equinox.internal.provisional.p2.directorywatcher.directorywatcher.scandirectories(directorywatcher.java:160)    org.eclipse.equinox.internal.provisional.p2.directorywatcher.directorywatcher.poll(directorywatcher.java:108)    org.eclipse.equinox.internal.p2.extensionlocation.sitelistener.synchronizerepositories(sitelistener.java:111)    org.eclipse.equinox.internal.p2.extensionlocation.extensionlocationmetadatarepository.ensureinitialized(extensionlocationmetadatarepository.java:66)    org.eclipse.equinox.internal.p2.extensionlocation.extensionlocationmetadatarepository.getproperties(extensionlocationmetadatarepository.java:194)    org.eclipse.equinox.internal.p2.repository.helpers.abstractrepositorymanager.addrepository(abstractrepositorymanager.java:127)    org.eclipse.equinox.internal.p2.repository.helpers.abstractrepositorymanager.loadrepository(abstractrepositorymanager.java:657)    org.eclipse.equinox.internal.p2.metadata.repository.metadatarepositorymanager.loadrepository(metadatarepositorymanager.java:96)    org.eclipse.equinox.internal.p2.metadata.repository.metadatarepositorymanager.loadrepository(metadatarepositorymanager.java:92)    org.eclipse.equinox.internal.p2.reconciler.dropins.activator.loadmetadatarepository(activator.java:99)    org.eclipse.equinox.internal.p2.reconciler.dropins.platformxmllistener.synchronizeconfiguration(platformxmllistener.java:227)    org.eclipse.equinox.internal.p2.reconciler.dropins.platformxmllistener.stoppoll(platformxmllistener.java:133)    org.eclipse.equinox.internal.provisional.p2.directorywatcher.directorywatcher.stoppoll(directorywatcher.java:171)    org.eclipse.equinox.internal.provisional.p2.directorywatcher.directorywatcher.poll(directorywatcher.java:109)    org.eclipse.equinox.internal.p2.reconciler.dropins.activator.watchconfiguration(activator.java:511)    org.eclipse.equinox.internal.p2.reconciler.dropins.activator.start(activator.java:174)    org.eclipse.osgi.framework.internal.core.bundlecontextimpl$1.run(bundlecontextimpl.java:711)    java.security.accesscontroller.doprivileged(native method)    org.eclipse.osgi.framework.internal.core.bundlecontextimpl.startactivator(bundlecontextimpl.java:702)    org.eclipse.osgi.framework.internal.core.bundlecontextimpl.start(bundlecontextimpl.java:683)    org.eclipse.osgi.framework.internal.core.bundlehost.startworker(bundlehost.java:381)    org.eclipse.osgi.framework.internal.core.abstractbundle.resume(abstractbundle.java:390)    org.eclipse.osgi.framework.internal.core.framework.resumebundle(framework.java:1176)    org.eclipse.osgi.framework.internal.core.startlevelmanager.resumebundles(startlevelmanager.java:559)    org.eclipse.osgi.framework.internal.core.startlevelmanager.resumebundles(startlevelmanager.java:544)    org.eclipse.osgi.framework.internal.core.startlevelmanager.incfwsl(startlevelmanager.java:457)    org.eclipse.osgi.framework.internal.core.startlevelmanager.dosetstartlevel(startlevelmanager.java:243)    org.eclipse.osgi.framework.internal.core.startlevelmanager.dispatchevent(startlevelmanager.java:438)    org.eclipse.osgi.framework.internal.core.startlevelmanager.dispatchevent(startlevelmanager.java:1)    org.eclipse.osgi.framework.eventmgr.eventmanager.dispatchevent(eventmanager.java:230)    org.eclipse.osgi.framework.eventmgr.eventmanager$eventthread.run(eventmanager.java:340)      [ ]  ",2,test
APSTUD-7631,PHP =& Operator not autoformatting correctly,aptana does not recognize the =& operator. this means that code that uses it (fairly common with codeigniter) is formatted like so:    $variable = &something();      it is supposed to look like this:    $variable =& something();,5,test
APSTUD-7634,PHP $var not being highlighted inside double quotes,"the php syntax highlighting used to work before the last update (i belive i was previously using 3.0.4) inside of double quotes:    /    the $name used to get fully highlighted, now it only highlights the $.  this can make it a lot more difficult to review the code, and see when a variable is being used vs normal string chars.    edit:  i am using version 3.3.1.201212171919",5,test
APSTUD-7636,Cannot show preview (embedded WebKit browser),steps to reproduce 1. update to aptana 3.3.1. 2. open html page. 3. press button 'show preview editor'  actual result new tab header is created (clicking on this tab has no effect). error record is appended to log file: 'java.lang.noclassdeffounderror: could not initialize class cef.cefjni'  expected result preview should be opened  exactly as in previous versions of aptana. preview worked without errors in aptana 3.2.x before updating to 3.3.1.,5,test
APSTUD-7638,When submitting ticket from Aptana it skips some fields,steps to reproduce  1. create ticket from aptana.  2. select severity.  3. attach log file.  4. press ok.  5. check created ticket in web browser (on jira.appcelerator.org).    actual result  no attachments will be created.    expected result  log file should be attached.,8,test
APSTUD-7662,Aptana Studio 3 crashes on attempted preview/render,"steps to reproduce have tested and retested what is causing this: the addition of a textarea element to a html file. file has previously been successfully previewed many times. tested adding the textarea with a combination (none, all, some) of the rows, cols and name attributes just in case it was expecting something that wasn't there: no difference. the inclusion of the textarea element causes aptana to crash on preview attempt. while i wasn't able to include a screenshot i did attach the various error logs i could assemble: aptana diagnostic, aptana log file (cleared then reproduced error) and system error report on crash (mac os x 10.6.8)   actual result aptana studio 3 crashes about a second after pressing the preview button.  expected result expected successful preview/render.",3,test
APSTUD-7673,javascript parser wrongly identified regex in html script,"this doesn't happen in plain javascript editor. but only on javascript inside via / tags    example:  /  $('#text').attr(""transform"", ""translate(""  (m[3]  (w  z  53) / 2)  "",""  (m[0]  (h  z  7) / 2)  "")"");  /",8,test
APSTUD-7686,NullPointerException when trying to get a UserAgent for JS code assist,"an exception occasionally happens when performing a code assist on a js file:      exception in thread ""aptana: contentassistant.assistdelaytimer_name"" org.eclipse.swt.swtexception: failed to execute runnable (java.lang.nullpointerexception)    org.eclipse.swt.swt.error(swt.java:4282)    org.eclipse.swt.swt.error(swt.java:4197)    org.eclipse.swt.widgets.synchronizer.syncexec(synchronizer.java:196)    org.eclipse.ui.internal.uisynchronizer.syncexec(uisynchronizer.java:150)    org.eclipse.swt.widgets.display.syncexec(display.java:4613)    com.aptana.editor.common.contentassist.contentassistant$autoassistlistener.showassist(contentassistant.java:456)    com.aptana.editor.common.contentassist.contentassistant$autoassistlistener.run(contentassistant.java:311)    java.lang.thread.run(thread.java:680)  caused by: java.lang.nullpointerexception    com.aptana.core.internal.useragentmanager.getuseragentbyid(useragentmanager.java:162)    com.aptana.editor.common.contentassist.useragentmanager.getuseragentbyid(useragentmanager.java:368)    com.aptana.editor.common.contentassist.useragentmanager.getuseragentsbyid(useragentmanager.java:355)    com.aptana.editor.common.contentassist.useragentmanager.getactiveuseragents(useragentmanager.java:208)    com.aptana.editor.common.contentassist.useragentmanager.getuseragentimages(useragentmanager.java:309)    com.aptana.editor.js.contentassist.jscontentassistprocessor.addproposal(jscontentassistprocessor.java:360)    com.aptana.editor.js.contentassist.jscontentassistprocessor.addkeywords(jscontentassistprocessor.java:179)    com.aptana.editor.js.contentassist.jscontentassistprocessor.docomputecompletionproposals(jscontentassistprocessor.java:738)    com.aptana.editor.common.commoncontentassistprocessor.computecompletionproposals(commoncontentassistprocessor.java:417)    com.aptana.editor.common.contentassist.contentassistant.computecompletionproposals(contentassistant.java:2221)    com.aptana.editor.common.contentassist.completionproposalpopup.computeproposals(completionproposalpopup.java:394)    com.aptana.editor.common.contentassist.completionproposalpopup.access$7(completionproposalpopup.java:388)    com.aptana.editor.common.contentassist.completionproposalpopup$1.run(completionproposalpopup.java:331)    org.eclipse.swt.custom.busyindicator.showwhile(busyindicator.java:70)    com.aptana.editor.common.contentassist.completionproposalpopup.showproposals(completionproposalpopup.java:325)    com.aptana.editor.common.contentassist.contentassistant$autoassistlistener$1.run(contentassistant.java:468)    org.eclipse.swt.widgets.runnablelock.run(runnablelock.java:35)    org.eclipse.swt.widgets.synchronizer.runasyncmessages(synchronizer.java:135)    org.eclipse.swt.widgets.display.runasyncmessages(display.java:3938)    org.eclipse.swt.widgets.display.readanddispatch(display.java:3615)    org.eclipse.ui.internal.workbench.runeventloop(workbench.java:2701)    org.eclipse.ui.internal.workbench.runui(workbench.java:2665)    org.eclipse.ui.internal.workbench.access$4(workbench.java:2499)    org.eclipse.ui.internal.workbench$7.run(workbench.java:679)    org.eclipse.core.databinding.observable.realm.runwithdefault(realm.java:332)    org.eclipse.ui.internal.workbench.createandrunworkbench(workbench.java:668)    org.eclipse.ui.platformui.createandrunworkbench(platformui.java:149)    com.appcelerator.titanium.rcp.ideapplication.start(ideapplication.java:125)    org.eclipse.equinox.internal.app.eclipseapphandle.run(eclipseapphandle.java:196)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.runapplication(eclipseapplauncher.java:110)    org.eclipse.core.runtime.internal.adaptor.eclipseapplauncher.start(eclipseapplauncher.java:79)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:344)    org.eclipse.core.runtime.adaptor.eclipsestarter.run(eclipsestarter.java:179)    sun.reflect.nativemethodaccessorimpl.invoke0(native method)    sun.reflect.nativemethodaccessorimpl.invoke(nativemethodaccessorimpl.java:39)    sun.reflect.delegatingmethodaccessorimpl.invoke(delegatingmethodaccessorimpl.java:25)    java.lang.reflect.method.invoke(method.java:597)    org.eclipse.equinox.launcher.main.invokeframework(main.java:622)    org.eclipse.equinox.launcher.main.basicrun(main.java:577)    org.eclipse.equinox.launcher.main.run(main.java:1410)    org.eclipse.equinox.launcher.main.main(main.java:1386)  ",5,test
APSTUD-7812,First launch of Connection Manager wizard enable all the radio button options ,precondition:  ftp step should be done.    test steps:  1.create a titanium project.  2.open connections node of the project with the ftp connection.  3.observe the connection manager window for destination radio buttons.,5,test
APSTUD-7814,"FTP:""Save as "" button doesn't perfom validation test on connection editor page","precondition:  ftp setup should be done. (http:/appcelerator.testlodge.com/projects/1313/test_plans/3057)  connection manager should have a ftp connection.    test steps:  1.create a titanium project and link the ftp connection from above.  2.in project explorer, open the connections node of the project with the ftp connection.  3.launch connection window by doing double click on the ftp connection listed in the project's connections node (project > connection > connection site)  4.select ""save as"" button and make sure to mention same connection name which is opened. (screenshot attached)     expected result:  a validation check should be there which won't allow to save new connection with the existing one by using ""save as"" tab from connection window editor page",5,test
APSTUD-7906,Write script to update version numbers when we bump versions for Aptana Studio,we do a manual search and replace in a handful of files listed on a wiki page. we should automate this into a script.,13,test
APSTUD-7721,Errors break code folding,"when using code folding in a ruby file, folded blocks automatically unfold with errors. try this block of code:    class folderror    def foldedfunction      puts ""this unfolds automatically when you type def to create a new function""    end  end    fold the foldedfunction then type ""def"" below, the folded_function automatically unfolds.",8,test
APSTUD-7806,i dont see the browsers compatibility tag in the assist code field,nan,10,test
APSTUD-7820,php code inline formatting,inline php code will cause the formatter to fail.  code:  /    details from troubleshooter:    !entry com.aptana.formatter.epl 4 0 20130416 07:49:23.033  !message (build 3.3.2.201302081546) [error]  formatted content differ around position 308  input:  title);?>/     /  /  ,5,test
APSTUD-7825,Show Preview Window now loads FLUSH RIGHT only,"steps to reproduce load an html document and click on the show preview window button from the toolbar.  i just was upgraded to aptana studio 3 v. 3.4.  prior to this, the rendered html was always flush left in the viewing screen.  info:  host os: mac os x os version: 10.6.8 os arch: x86  jre version: 1.6.031 jre vendor: apple inc. jre home: /system/library/java/javavirtualmachines/1.6.0.jdk/contents/home  aptana studio 3 version: 3.4.0.201304151603 install directory: file:/applications/aptana studio 3/ workspace directory: file:/users/teacher/desktop/aptana studio 3 workspace/ vm arguments: xms40m xmx512m declipse.p2.unsignedpolicy=allow declipse.log.size.max=10000 declipse.log.backup.max=5 xdock:icon=../resources/aptana.icns xstartonfirstthread dorg.eclipse.swt.internal.carbon.smallfonts xx:maxpermsize=256m djava.class.path=/applications/aptana studio 3/aptanastudio3.app/contents/macos/../../../plugins/org.eclipse.equinox.launcher1.2.0.v20110502.jar  language: en_us  node.js version: not installed npm path: not installed    actual result html loads flush right ... see attached screen shot.  expected result left justification on the preview.",8,test
APSTUD-7848,Split SVG Editor plugin into core and UI plugins,we've combined core and ui code in the svg editor plugin. for proper separation we should split the two apart as we did with the js plugin.,13,test
APSTUD-7878,power,steps to reproduce:    step: open the mozilla firefox browser    step: enter the url  and type the google.com    step: click the gmail    step: and open the username and password page    step: enter the username    step: enter the passwords    step: click the passwords    step: draw the defect point.,6,test
APSTUD-8026,Update PyDev to 3.0.0,"the latest version fabio has pushed on http:/pydev.org is 3.0.0  , and we should include it in aptana studio. the source is on https:/github.com/fabioz/pydev.  ",8,test
APSTUD-8034,Rad rails plug-in Not installing ,"hi tried to install the radrails plugin option for eclipse, from:      http:/      the message comes along from eclipse installer about a missing component for aptana studio.  the message doesn't really explain what version, plugin or other dependency is missing.    i tried installing radrails with the aptana studio3, that wasn't really satisfactory since i want to use the up to date version of eclipse for other tools.    is radrails still a going concern?  if so then, you really ought to display, prominently, the version(s) and dependencies  required to install the plugin.     for studio i'd recommend that you show what version of eclipse the aptana corresponds to in case i wanted to add a new feature from the market place.",3,test
APSTUD-8061,Javascript format shorthand modulo,/ crashes:  res['angle'] %= (2  math.pi);    / works:  res['angle'] = res['angle'] % (2  math.pi);,3,test
APSTUD-8079,PyDev no longer installed after update,"steps to reproduce  updated aptana studio 3 to new version.    note: trying to install pydev using the instructions here: http:/download.appcelerator.com/aptana/studio3/pydev/update/stable/ gives the message that 'pydev is already installed'.  but pydev functionality is still not available, and the preferences menu does not list pydev.    reverting to aptana studio v3.4.1 restores the pydev functionality.    actual result   afterward update of aptana studio 3, pydev isn't installed and can't  be reinstalled.    expected result  should be seamless, with no steps needed to reinstall pydev or make sure it isn't clobbered by update.",8,test
APSTUD-8082,square brackets after round one ,statament like $var = $con>fetchrow()[0] is considered error;autoformat stop working. $var = $con >fetchrow(); $var1 = $var[0] is correct.,1,test
APSTUD-8125,intellisense (code completion),"so i've switched back to visual studio because of this issue, and won't be using aptana until it's updated...    when you're dealing with code completion and type ""myclass."", it doesn't specify all the internals until they're referenced at this level (within this function or class).    vs may not have the very nice auto completion features this has (which speeds up module development for me about 2x to 3x compaired to vs),  but it's about 3x more informative about the code.    i'll use this program again when i can be shown and reminded about everything i need to know about my code.",10,test
APSTUD-8185," ""Automatically sync my changes with the remote site"" only syncs one way","in the deployment settings, ""automatically sync my changes with the remote site"" is selected, and ""automatically sync in both directions"" is chosen. opening a file on the remote connection, making a change and saving the file does not initiate a sync with the local copy of the file. the local copy remains unchanged. (opening a file locally and saving does initiate a sync and updates the remote copy as expected.)",8,test
APSTUD-8188,Create shell EDT FTPj library,"new contributors to aptana are required to either download and install a trial version of the edtftpj library, or close all the ftp projects.    to make it simpler, we should package a shell version of the library that can be replaced with the real version at compile time.",8,test
APSTUD-8189,Categorize core Aptana feature,"when installing builds of the core feature, users need to uncheck ""group items by category"" to see the builds to install.",3,test
APSTUD-8217,Windows: Aptana Studio Installer: Studio does not install JRE and hence fails installation,this is regression issue since earlier studio used to get installed with jre successfully.  steps to replicate: 1. download aptana studio rc build 2. try installing same on clean windows 7 machine.  actual:  some prerequisite jre could not be downloaded error appears. refer screenshot.  expected: no error should appear. installation must be successful. ,5,test
APSTUD-8234,Dialog reports call to nonexistent class in Eclipse 4.4 (Luna),steps to reproduce  1. start eclipse  2. see start up dialog    note: i apparently wasn't the first to experience this bug. see here (especially the final comment): http:/stackoverflow.com/a/19672674/2693146    actual result  a dialog pops up with the following text:  an internal error occurred during: 'enable debugging and flush log cache'.  org/eclipse/osgi/framework/internal/core/frameworkproperties    expected result  no error dialog appears,5,test
APSTUD-8254,Still no CSS Code Assist in SCSS/SASS editor,it would be really great if the css code assist feature were enable in the sass editor. i feel like i'm losing half the speed i gain by using scss because i have to type out every single css property.,1,test
APSTUD-8257,Can't access connections row from Project Explorer,steps to reproduce create a project and open the project explorer window  actual result don't show the connections row  expected result be able to connect to remote servers via connections,5,test
